RecordNo,ActivitySummaryDate,PlantTrackedCount,PlantBatchCount,StrainActiveCount,PlantImmatureCount,HarvestActiveCount,PlantVegetativeCount,PlantFloweringCount,PlantHarvestedCount,PlantDestroyedCount,EmployeeCount,ProductActiveCount,PackageActiveCount
1344,7/12/2022,500.057142857,7.779591837,69.879828534,425.959183673,2.495238095,186.930612245,313.126530612,2699.029931973,727.548299320,18.064636744,282.309565667,944.119302671
1345,7/13/2022,510.451351351,7.528378378,70.004794979,411.433783784,2.485135135,192.402702703,318.048648649,2685.498648649,723.867567568,18.079446469,282.732181747,946.081697634
1346,7/14/2022,505.785135135,7.418918919,70.410531997,414.075675676,2.505405405,178.887837838,326.897297297,2689.772972973,725.839189189,18.107325551,282.199833897,949.720409299
1347,7/15/2022,521.756756757,7.098648649,70.517215633,399.771621622,2.528378378,180.867567568,340.889189189,2694.724324324,726.558108108,18.107175159,282.424104270,958.510254928
1348,7/16/2022,523.75,7.024324324,70.536057478,394.490540541,2.537837838,184.645945946,339.104054054,2696.501351351,726.735135135,18.107344720,282.460713086,957.140769619
1349,7/17/2022,523.089189189,7.118918919,70.543303749,397.745945946,2.548648649,184.090540541,338.998648649,2697.625675676,726.898648649,18.108865633,282.479007909,955.704709605
1350,7/18/2022,525.239189189,6.968918919,70.596410790,395.320270270,2.556756757,179.624324324,345.614864865,2702.343243243,727.413513514,18.127379818,282.727203999,956.650193441
1351,7/19/2022,530.790540541,7.202702703,70.536986549,400.555405405,2.524324324,181.804054054,348.986486486,2705.309459459,727.825675676,18.109299597,282.573928211,961.076937252
1352,7/20/2022,537.640540541,7.348648649,70.439409609,405.041891892,2.533783784,188.036486486,349.604054054,2707.702702703,729.928378378,18.128899992,282.033534598,963.971443893
1353,7/21/2022,539.160810811,7.291891892,70.529513494,388.227027027,2.544594595,187.122972973,352.037837838,2715.513513514,730.706756757,18.147874090,282.440532205,968.964792067
1354,7/22/2022,546.974324324,7.089189189,70.593919017,374.701351351,2.598648649,184.082432432,362.891891892,2723.477027027,732.560810811,18.136857536,282.757193838,979.680318617
1355,7/23/2022,545.301351351,7.017567568,70.614855156,364.232432432,2.601351351,182.725675676,362.575675676,2723.671621622,734.379729730,18.119448051,282.820267426,978.913893128
1356,7/24/2022,545.358108108,7.05,70.623412603,365.204054054,2.614864865,183.521621622,361.836486486,2724.756756757,734.521621622,18.117938617,282.846972796,977.523946672
1357,7/25/2022,548.641891892,6.940540541,70.760277821,357.017567568,2.633783784,191.812162162,356.829729730,2734.993243243,735.054054054,18.127461950,282.950210940,975.764598811
1358,7/26/2022,550.104054054,6.629729730,70.829442298,339.393243243,2.597297297,187.222972973,362.881081081,2750.751351351,736.158108108,18.170337086,283.410801495,986.795936858
1359,7/27/2022,562.190540541,6.428378378,70.761456591,321.398648649,2.681081081,191.577027027,370.613513514,2768.089189189,737.251351351,18.145816464,283.807556117,989.887362963
1360,7/28/2022,570.370270270,6.625675676,70.709285528,313.555405405,2.670270270,200.678378378,369.691891892,2777.114864865,739.228378378,18.117074486,283.635013568,991.168476352
1361,7/29/2022,565.405405405,7.133783784,70.747365332,321.216216216,2.681081081,199.979729730,365.425675676,2787.059459459,740.928378378,18.195083004,283.863392725,997.493411335
1362,7/30/2022,566.201351351,7.208108108,70.781498147,321.158108108,2.682432432,197.577027027,368.624324324,2787.585135135,741.001351351,18.190882174,283.914484785,994.862502920
1363,7/31/2022,566.245945946,7.193243243,70.787490656,321.385135135,2.682432432,195.874324324,370.371621622,2788.437837838,741.083783784,18.190735398,283.935336125,993.558919561
1364,8/1/2022,551.798648649,7.422972973,70.826851344,324.032432432,2.681081081,192.628378378,359.170270270,2804.25,743.225675676,18.183608587,284.310878456,991.986446678
1365,8/2/2022,549.390540541,7.420270270,71.039540990,322.852702703,2.725675676,195.106756757,354.283783784,2811.836486486,746.143243243,18.180581759,283.964174838,998.033525331
1366,8/3/2022,542.747297297,7.405405405,71.098302278,323.001351351,2.740540541,196.171621622,346.575675676,2819.783783784,751.929729730,18.235668332,284.374901609,1004.648084163
1367,8/4/2022,550.663513514,7.322972973,71.130769619,314.951351351,2.752702703,200.872972973,349.790540541,2823.816216216,753.05,18.358258474,286.021439450,1011.364562841
1368,8/5/2022,552.582432432,7.174324324,71.585629674,311.397297297,2.740540541,197.031081081,355.551351351,2827.612162162,754.241891892,18.352906595,289.910281105,1020.760766593
1369,8/6/2022,552.378378378,7.193243243,71.604286390,311.687837838,2.737837838,191.745945946,360.632432432,2828.322972973,754.354054054,18.350667789,289.940476283,1019.415549074
1370,8/7/2022,552.158108108,7.198648649,71.620072843,312.416216216,2.744594595,190.064864865,362.093243243,2829.310810811,754.559459459,18.356073194,289.971276543,1018.150041890
1371,8/8/2022,549.970270270,7.325675676,71.593092825,318.258108108,2.779729730,188.177027027,361.793243243,2835.563513514,756.835135135,18.349088923,290.263862043,1013.551064909
1372,8/9/2022,534.307382550,7.268456376,71.564744397,314.319463087,2.763758389,186.577181208,347.730201342,2836.675167785,753.165100671,18.326443095,290.313426857,1021.511777801
1373,8/10/2022,544.032214765,7.228187919,71.614671180,306.061744966,2.793288591,190.425503356,353.606711409,2839.377181208,754.606711409,18.328400190,290.747220684,1028.599592940
1374,8/11/2022,540.959731544,7.357046980,72.076537840,309.688590604,2.828187919,189.812080537,351.147651007,2845.656375839,755.766442953,18.343371527,290.658005459,1031.363557812
