RecordNo,ActivitySummaryDate,PlantTrackedCount,PlantBatchCount,StrainActiveCount,PlantImmatureCount,HarvestActiveCount,PlantVegetativeCount,PlantFloweringCount,PlantHarvestedCount,PlantDestroyedCount,EmployeeCount,ProductActiveCount,PackageActiveCount
378,11/4/2019,491.588571429,10.148571429,49.524954407,213.96,4,186.228571429,305.36,1177.062857143,346.245714286,25.341945289,256.349513678,851.118632219
379,11/5/2019,475.4,9.983333333,49.512411348,217.688888889,3.916666667,168.544444444,306.855555556,1147.75,338.355555556,25.243819656,263.042941574,878.997771023
380,11/6/2019,469.672222222,9.977777778,49.525177305,217.705555556,3.983333333,164.305555556,305.366666667,1151,340.833333333,25.362698413,264.521107734,895.344326241
381,11/7/2019,468.333333333,10.066666667,49.676646403,209.361111111,3.983333333,160.027777778,308.305555556,1156.711111111,342.655555556,25.472796353,265.473488686,912.153461668
382,11/8/2019,463.605555556,10.016666667,49.775396825,205.427777778,3.916666667,160.955555556,302.65,1162.905555556,346.616666667,25.535207700,268.160452550,928.922728808
383,11/9/2019,463.538888889,10.038888889,49.779652145,204.838888889,3.916666667,160.761111111,302.777777778,1162.905555556,346.683333333,25.552161432,268.221546775,927.830834178
384,11/10/2019,463.316666667,10.038888889,49.896318811,204.422222222,3.905555556,159.166666667,304.15,1162.905555556,347.322222222,25.552161432,268.973049645,928.324772036
385,11/11/2019,454.761111111,9.455555556,49.977389395,213.616666667,3.788888889,154.155555556,300.605555556,1166.494444444,355.055555556,25.584768659,269.495913543,928.950928740
386,11/12/2019,442.189189189,9.221621622,49.292125875,213.427027027,3.735135135,149.762162162,292.427027027,1139.162162162,346.356756757,25.218542167,264.095219210,908.830380784
387,11/13/2019,448.367567568,11.140540541,49.565156352,262.394594595,3.610810811,161.237837838,287.129729730,1148.962162162,347.264864865,25.282444660,265.066899328,681.404173359
388,11/14/2019,452.702702703,11.032432432,49.599198905,246.324324324,2.875675676,177.021621622,275.681081081,1160.448648649,347.908108108,25.505735890,265.298451349,716.576029294
389,11/15/2019,448.394594595,11.010810811,49.381527648,239.086486486,2.718918919,178.675675676,269.718918919,1167.572972973,348.924324324,25.388602827,264.022934141,730.429675365
390,11/16/2019,448.675675676,11.037837838,49.416154085,239.567567568,2.691891892,177.643243243,271.032432432,1167.572972973,348.940540541,25.388602827,264.200376670,729.602854147
391,11/17/2019,447.156756757,11.291891892,49.432820752,258.864864865,2.713513514,174.627027027,272.529729730,1168.551351351,349.535135135,25.388602827,264.332917832,729.292241379
392,11/18/2019,452.124324324,10.854054054,49.465956042,255.178378378,2.545945946,172.524324324,279.6,1170.497297297,350.432432432,25.403832712,264.795079994,745.666018173
393,11/19/2019,451.978947368,8.5,49.162386570,234.905263158,2.463157895,188.584210526,263.394736842,1148.4,341.552631579,25.330603448,263.697474289,759.602934059
394,11/20/2019,462.447368421,8.342105263,49.244184815,220.263157895,2.310526316,194.442105263,268.005263158,1151.178947368,342.526315789,25.393572293,264.166250756,781.094313370
395,11/21/2019,453.163157895,8.447368421,49.528055051,223.084210526,2.289473684,190.684210526,262.478947368,1161.847368421,343.657894737,25.632940109,264.934520569,799.542377495
396,11/22/2019,436.573684211,8.447368421,49.575181488,233.784210526,2.110526316,183.294736842,253.278947368,1180.715789474,344.152631579,25.675022686,264.821483666,817.552767695
397,11/23/2019,432.021052632,8.484210526,49.591848155,234.810526316,2.136842105,183.3,248.721052632,1185.273684211,344.405263158,25.675022686,264.981382335,817.488407441
398,11/24/2019,425.221052632,8.505263158,49.612681488,235.426315789,2.805263158,183.705263158,241.515789474,1192.478947368,344.415789474,25.675022686,265.043738657,814.889193890
399,11/25/2019,425.921052632,7.878947368,49.669457048,255.094736842,2.784210526,177.542105263,248.378947368,1196.678947368,345.989473684,25.751588022,265.435254083,830.734119782
400,11/26/2019,423.915789474,8.036842105,49.751013309,280.131578947,2.852631579,171.294736842,252.621052632,1200.547368421,347.884210526,25.775907441,265.914156080,854.396975197
401,11/27/2019,418.084210526,7.615789474,49.579262195,274.357894737,2.873684211,174.331578947,243.752631579,1212.715789474,349.031578947,25.645210316,264.574780547,885.945678235
402,11/28/2019,418.315789474,7.631578947,49.579262195,275.147368421,2.873684211,174.563157895,243.752631579,1212.715789474,349.357894737,25.645210316,264.574780547,885.891913281
403,11/29/2019,439.484210526,6.236842105,49.624441646,251.694736842,2.805263158,192.736842105,246.747368421,1214.210526316,349.731578947,25.645210316,264.829441831,885.698943171
404,11/30/2019,437.605263158,6.2,49.640768177,251.184210526,2.805263158,189.947368421,247.657894737,1216.231578947,350.1,25.649291949,264.965428349,885.615428967
405,12/1/2019,440.605263158,6.036842105,49.640768177,275.142105263,2.8,191.621052632,248.984210526,1217.063157895,350.421052632,25.649291949,264.988651432,883.262738126
406,12/2/2019,441.036842105,5.578947368,49.679051076,278.142105263,2.947368421,194.063157895,246.973684211,1219.031578947,351.621052632,25.658636740,265.263831994,884.200458042
407,12/3/2019,440.236842105,5.521052632,49.371622505,281.831578947,3.047368421,165.384210526,274.852631579,1222.878947368,352.452631579,25.556837266,263.814417423,884.711424077
408,12/4/2019,428.415789474,5.042105263,50.179622505,286.942105263,3.115789474,161.715789474,266.7,1233.578947368,354.473684211,25.714216576,274.741626134,919.610889292
409,12/5/2019,432.068421053,5.326315789,50.206148820,294.305263158,3.126315789,167.031578947,265.036842105,1243.273684211,354.878947368,25.542535995,289.837945554,952.788764670
410,12/6/2019,426.6,4.8,50.259571688,287.584210526,3.094736842,161.852631579,264.747368421,1255.636842105,356.163157895,25.534535995,290.343390200,966.174381125
411,12/7/2019,419.989473684,4.784210526,50.267571688,288.710526316,3.084210526,157.947368421,262.042105263,1261.431578947,356.978947368,25.534535995,290.475397459,966.260239564
412,12/8/2019,418.952631579,4.768421053,50.271571688,302.768421053,2.984210526,153.542105263,265.410526316,1262.942105263,357.115789474,25.534535995,290.544776770,965.224254083
413,12/9/2019,418.789473684,4.757894737,51.030047187,305.105263158,2.863157895,151.515789474,267.273684211,1265.052631579,357.578947368,25.656140351,296.643811252,977.239094979
414,12/10/2019,429.421052632,4.473684211,53.382526316,298.889473684,2.747368421,168.863157895,260.557894737,1272.178947368,358.678947368,25.660140351,299.698402904,994.574511797
415,12/11/2019,414.105263158,5.784210526,53.394526316,304.926315789,2.831578947,174.952631579,239.152631579,1293.526315789,360.778947368,25.685243799,300.255121597,1025.054366606
416,12/12/2019,429.684210526,5.889473684,53.580653358,284.552631579,2.752631579,192.973684211,236.710526316,1297.505263158,362.536842105,25.748249244,301.248696915,1042.987576528
417,12/13/2019,440.431578947,5.784210526,53.708921960,257.715789474,2.647368421,206.847368421,233.584210526,1306.163157895,363.252631579,25.887428917,302.122642468,1060.897989111
418,12/14/2019,440.326315789,5.821052632,53.708921960,259.084210526,2.636842105,199.684210526,240.642105263,1306.163157895,363.357894737,25.886325469,302.237444646,1058.945558379
419,12/15/2019,437.373684211,5.894736842,53.715818512,261.5,2.547368421,197.026315789,240.347368421,1309.305263158,363.405263158,25.897222021,302.401872958,1058.239090139
420,12/16/2019,443.189473684,5.715789474,53.736508167,257.521052632,2.447368421,198.126315789,245.063157895,1310.584210526,366.542105263,25.905062311,302.920457350,1077.280045977
421,12/17/2019,442.063157895,5.978947368,53.936508167,281.173684211,2.226315789,190.963157895,251.1,1315.831578947,368.194736842,25.886376286,304.061735027,1082.746809437
422,12/18/2019,442.168421053,6.042105263,54.218620690,286.647368421,2.205263158,191.163157895,251.005263158,1319.815789474,369.310526316,25.895479734,305.990098004,1113.438427102
423,12/19/2019,448.841025641,5.964102564,50.508701305,268.312820513,2.056410256,198.266666667,250.574358974,1292.630769231,362.230769231,24.774723046,301.291902013,1134.532230717
424,12/20/2019,471.215384615,5.815384615,50.759858532,248.846153846,2.051282051,216.087179487,255.128205128,1293.051282051,362.784615385,24.786487752,303.045872991,1163.357507672
425,12/21/2019,472.2,5.789743590,50.796494513,247.512820513,2.051282051,215.697435897,256.502564103,1293.051282051,362.912820513,24.786487752,303.206074791,1163.320216362
426,12/22/2019,466.343589744,5.764102564,50.808259219,243.415384615,2.687179487,213.328205128,253.015384615,1301.553846154,364.410256410,24.786487752,303.132095491,1162.479502783
427,12/23/2019,462.476923077,5.666666667,51.161314818,256.841025641,2.712820513,200.676923077,261.8,1306.712820513,366.841025641,24.753908566,303.628470380,1190.227190929
428,12/24/2019,464.215384615,5.487179487,51.187819213,247.348717949,2.646153846,204.912820513,259.302564103,1309.189743590,368.046153846,24.747573724,304.492162064,1202.260227805
429,12/25/2019,461.584615385,5.487179487,51.187819213,247.348717949,2.646153846,195.020512821,266.564102564,1309.189743590,370.676923077,24.747573724,304.492162064,1201.989639569
430,12/26/2019,484.251282051,5.246153846,51.238113070,225.646153846,2.692307692,211.758974359,272.492307692,1316.779487179,372.076923077,24.739470536,305.354428668,1213.760472253
431,12/27/2019,485.533333333,5.430769231,51.438529152,228.030769231,2.738461538,213.635897436,271.897435897,1324.548717949,372.810256410,24.726239143,305.288375722,1228.229437770
432,12/28/2019,488.958974359,5.276923077,51.458136995,222.235897436,2.743589744,218.538461538,270.420512821,1326.025641026,373.517948718,24.736495553,305.415894315,1228.214136371
433,12/29/2019,486.548717949,5.430769231,51.465980132,244.625641026,2.733333333,215.430769231,271.117948718,1328.328205128,373.625641026,24.732573985,305.514412025,1226.848795964
434,12/30/2019,492.502564103,4.394871795,51.655286836,222.133333333,2.702564103,217.8,274.702564103,1330.984615385,375.564102564,24.732573985,306.183200707,1238.971696052
435,12/31/2019,485.148717949,3.882051282,51.331564987,226.748717949,2.707692308,204.994871795,280.153846154,1336.184615385,380.179487179,24.641423519,305.507913351,1252.419496021
436,1/1/2020,485.025641026,3.912820513,51.339257294,228.030769231,2.6,204.871794872,280.153846154,1336.184615385,380.302564103,24.641423519,305.645181256,1252.239610964
437,1/2/2020,492.261538462,4.092307692,52.076127321,228.246153846,2.584615385,214.420512821,277.841025641,1344.076923077,381.594871795,24.814102564,302.310919540,1264.081432361
438,1/3/2020,507.107692308,4.328205128,52.185278515,227.215384615,2.569230769,222.282051282,284.825641026,1345.169230769,381.994871795,24.821794872,303.262378426,1283.482802829
439,1/4/2020,510.533333333,4.507692308,52.190406720,230.897435897,2.589743590,227.548717949,282.984615385,1347.010256410,382,24.798717949,303.366091954,1283.652519894
440,1/5/2020,508.666666667,4.482051282,52.190406720,238.487179487,2.579487179,224.615384615,284.051282051,1348.338461538,382.564102564,24.798717949,303.427320955,1282.893059240
441,1/6/2020,503.758974359,4.728205128,52.304509284,251.194871795,2.523076923,217.466666667,286.292307692,1352.256410256,386.035897436,24.838461538,303.830857648,1301.567064545
442,1/7/2020,500.743589744,4.471794872,52.410610080,246.415384615,2.548717949,216.164102564,284.579487179,1359.333333333,390.420512821,24.771441202,304.826348364,1323.271264368
443,1/8/2020,514.569230769,6.174358974,52.531122900,227.892307692,2.466666667,235.302564103,279.266666667,1366.225641026,397.010256410,24.765826702,305.214854111,1348.741511936
444,1/9/2020,503.861538462,6.923076923,52.742042440,265.256410256,2.410256410,222.620512821,281.241025641,1378.476923077,398.769230769,24.781697613,302.808885942,1367.346374889
445,1/10/2020,504.435897436,7.235897436,52.975862069,281.261538462,2.287179487,222.128205128,282.307692308,1381.369230769,401.687179487,24.765030946,302.920026525,1382.670866490
446,1/11/2020,508.641025641,7.112820513,52.999425287,276.133333333,2.276923077,226.974358974,281.666666667,1382.005128205,401.733333333,24.765030946,303.018125553,1381.732758621
447,1/12/2020,508.174358974,7.128205128,52.999425287,275.666666667,2.282051282,226.907692308,281.266666667,1383.8,401.841025641,24.761184792,303.155658709,1381.142617153
448,1/13/2020,493.041025641,7.271794872,53.060344828,284.943589744,2.117948718,222.830769231,270.210256410,1395.046153846,405.728205128,24.899027409,303.535145889,1397.256321839
449,1/14/2020,500.353846154,7.076923077,53.105702918,288.292307692,2.030769231,229.328205128,271.025641026,1397.466666667,407.697435897,24.961847922,303.917639257,1415.780282935
450,1/15/2020,505.2,6.964102564,53.141600354,273.697435897,2.025641026,216.471794872,288.728205128,1410.933333333,410.712820513,25.008001768,303.005879752,1423.275464191
451,1/16/2020,508.969230769,7.071794872,52.854832090,277.194871795,2.041025641,218.764102564,290.205128205,1415.220512821,412.123076923,24.932876232,301.569043925,1456.136666500
452,1/17/2020,504.866666667,7.061538462,53.027856464,275.333333333,2.225641026,212.748717949,292.117948718,1421.605128205,414.630769231,24.939772784,303.165714095,1467.843844986
453,1/18/2020,501.8,7.164102564,53.035403633,281.117948718,2.179487179,212.343589744,289.456410256,1424.266666667,415.035897436,24.939772784,303.304255710,1468.241526116
454,1/19/2020,499.794871795,7.179487179,53.035403633,286.579487179,2.184615385,209.723076923,290.071794872,1426.235897436,415.528205128,24.939772784,303.330020186,1467.538221310
455,1/20/2020,498.169230769,7.148717949,53.149315183,290.502564103,2.769230769,204.010256410,294.158974359,1429.097435897,418.138461538,24.932585957,303.805652036,1469.344590694
456,1/21/2020,495.292307692,7.087179487,53.167532489,292.225641026,2.733333333,201.543589744,293.748717949,1433.579487179,420.646153846,24.965897603,298.402619155,1502.926116477
457,1/22/2020,485.369230769,7.379487179,53.108792612,307.194871795,2.815384615,197.830769231,287.538461538,1446.625641026,423.789743590,24.749405639,285.796925042,1524.701807643
458,1/23/2020,502.312820513,7.569230769,53.270674919,292.558974359,2.820512821,207.887179487,294.425641026,1451.179487179,424.184615385,25.593339228,283.889959721,1544.708262108
459,1/24/2020,507.866666667,6.835897436,53.362530700,296.010256410,2.738461538,208.384615385,299.482051282,1451.810256410,424.415384615,25.582738972,284.763395225,1568.053472836
460,1/25/2020,511.984615385,6.815384615,53.366234404,292.594871795,2.728205128,210.994871795,300.989743590,1451.815384615,424.482051282,25.586442676,284.901748698,1568.029767168
461,1/26/2020,510.328205128,6.902564103,53.373641812,309.035897436,2.764102564,200.615384615,309.712820513,1453.979487179,424.507692308,25.672030651,284.935082032,1566.994861971
462,1/27/2020,501.364102564,6.902564103,53.774250909,308.338461538,2.794871795,199.687179487,301.676923077,1463.256410256,426.097435897,25.729924354,285.585568327,1584.242646625
463,1/28/2020,501.17,5.91,52.322857143,297.905,2.69,200.23,300.94,1430.285,417.315,25.730952381,277.050476190,1598.465
464,1/29/2020,505.08,5.635,52.449761905,291.105,2.7,210.305,294.775,1440.66,418.11,25.769047619,278.710238095,1620.938095238
465,1/30/2020,503.634146341,5.848780488,51.222202012,295.2,2.653658537,211.224390244,292.409756098,1409.697560976,409.409756098,25.427964724,273.206892655,1632.974805016
466,1/31/2020,506.624390244,5.878048780,51.384406780,301.390243902,2.648780488,202.546341463,304.078048780,1410.390243902,410.575609756,25.524238666,272.805376877,1660.548185200
467,2/1/2020,504.960975610,5.980487805,51.391186441,311.804878049,2.604878049,198.560975610,306.4,1411.121951220,411.507317073,25.524238666,272.963268568,1660.821628772
468,2/2/2020,505.917073171,5.951219512,51.391186441,309.531707317,2.609756098,200.707317073,305.209756098,1412.292682927,411.634146341,25.466611547,273.091743145,1660.582232327
469,2/3/2020,506.390243902,6.043902439,51.256422764,308.702439024,2.585365854,195.804878049,310.585365854,1413.317073171,411.960975610,25.659756098,272.573252033,1684.476504065
470,2/4/2020,495.352380952,5.823809524,50.250540153,312.376190476,2.457142857,174.228571429,321.123809524,1384.880952381,404.571428571,25.273203898,265.274102893,1701.851917605
471,2/5/2020,479.232558140,7.167441860,49.995280787,317.953488372,2.441860465,169.883720930,309.348837209,1362.823255814,399.209302326,25.211807870,264.099332210,1720.634338913
472,2/6/2020,469.054545455,7.136363636,49.469745846,309.731818182,2.3,167.9,301.154545455,1334.195454545,390.404545455,25.139345064,261.920381232,1736.016226784
473,2/7/2020,482.8,7.063636364,49.571945259,301.277272727,2.222727273,179.372727273,303.427272727,1337.009090909,391.3,25.188465298,262.454985337,1750.900097752
474,2/8/2020,487.595454545,7.022727273,49.571945259,295.618181818,2.231818182,183.695454545,303.9,1337.659090909,391.590909091,25.174242424,262.629178886,1750.460215054
475,2/9/2020,486.272727273,7.095454545,49.575171065,296.731818182,2.190909091,180.618181818,305.654545455,1338.518181818,392.604545455,25.174242424,262.703372434,1750.389100684
476,2/10/2020,478.85,6.977272727,49.678543500,296.15,2.054545455,175.663636364,303.186363636,1346.013636364,393.309090909,25.182013685,262.857917889,1770.576050831
477,2/11/2020,472.022727273,6.95,49.968719453,296.031818182,2.022727273,177.718181818,294.304545455,1358.268181818,394.781818182,25.210459433,263.279618768,1795.988905181
478,2/12/2020,464.831818182,7.131818182,50.050684262,306.304545455,1.936363636,170.845454545,293.986363636,1363.904545455,396.790909091,25.304985337,263.715102639,1803.678983382
479,2/13/2020,472.004545455,7.309090909,49.500885875,332.240909091,1.927272727,168.395454545,303.609090909,1365.409090909,398.75,25.148231305,261.537674120,1836.881353861
480,2/14/2020,469.563636364,7.681818182,49.597586755,336.931818182,1.945454545,164.095454545,305.468181818,1367.754545455,399.763636364,25.283198925,262.031469941,1856.387496945
481,2/15/2020,468.827272727,7.763636364,49.608382209,342.881818182,1.945454545,165.654545455,303.172727273,1370.05,399.827272727,25.276948925,262.172534824,1856.249914467
482,2/16/2020,466.286363636,7.75,49.624007209,341.386363636,1.940909091,161.886363636,304.4,1372.940909091,400.704545455,25.291070992,262.231909824,1855.777315494
483,2/17/2020,467.495454545,7.85,49.699007209,337.490909091,2.477272727,163.836363636,303.659090909,1380.509090909,402.822727273,25.315988514,263.024642595,1871.252868402
484,2/18/2020,471.545454545,7.686363636,49.811708822,331.222727273,2.490909091,164.486363636,307.059090909,1385.927272727,403.863636364,25.417326491,263.642989370,1890.254536290
485,2/19/2020,492.377272727,7.077272727,49.851032502,299.995454545,2.522727273,185.990909091,306.386363636,1395.727272727,406.872727273,25.571670332,264.449523460,1925.520796676
486,2/20/2020,502.281818182,6.795454545,50.006750978,283.85,2.545454545,198.545454545,303.736363636,1400.318181818,410.390909091,25.682016740,265.540652493,1939.983385264
487,2/21/2020,498.16,6.026666667,49.930273297,278.306666667,2.484444444,194.52,303.64,1370.048888889,402.088888889,25.482838262,267.674182348,1958.237701613
488,2/22/2020,498.857777778,6.066666667,49.942773297,279.524444444,2.475555556,194.404444444,304.453333333,1370.604444444,402.177777778,25.498463262,267.915878136,1958.645286738
489,2/23/2020,498.777777778,6.066666667,49.949023297,279.4,2.466666667,191.928888889,306.848888889,1370.604444444,402.302222222,25.498463262,268.053378136,1957.787977151
490,2/24/2020,496.684444444,5.56,50.032690412,270.182222222,2.52,204.031111111,292.653333333,1383.604444444,406.586666667,25.634283154,269.347715054,1975.210931900
491,2/25/2020,494.577777778,5.573333333,50.555940860,283.915555556,2.515555556,199.862222222,294.715555556,1387.44,406.866666667,25.677831541,275.899487007,1992.205114247
492,2/26/2020,488.675555556,5.657777778,50.636482975,295.675555556,2.56,196.715555556,291.96,1393.404444444,407.56,25.575067204,273.691754032,2024.063624552
493,2/27/2020,495.484444444,5.742222222,50.235268817,280.595555556,2.568888889,197.44,298.044444444,1397.337777778,409.826666667,25.460104268,272.347579016,2040.996148583
494,2/28/2020,499.12,5.813333333,50.459289671,275.275555556,2.577777778,194.813333333,304.306666667,1399.853333333,410.275555556,25.490407299,273.318976865,2053.262163571
495,2/29/2020,498.075555556,5.875555556,50.459289671,277.613333333,2.591111111,195.951111111,302.124444444,1402.942222222,410.817777778,25.490407299,273.439315738,2053.182228739
496,3/1/2020,497.395555556,5.826666667,50.486562398,282.333333333,2.608888889,199.142222222,298.253333333,1406.813333333,410.897777778,25.499498208,273.554858260,2052.050035842
497,3/2/2020,497.115555556,5.866666667,50.053510101,286.08,2.631111111,196.511111111,300.604444444,1412.991111111,411.742222222,25.336426768,270.441893939,2065.806111111
498,3/3/2020,506.177777778,6.595555556,50.083813131,297.204444444,2.626666667,197.36,308.817777778,1418.52,413.72,25.440858586,270.973143939,2089.425176768
499,3/4/2020,508.617777778,6.875555556,50.164583333,292.444444444,2.582222222,202.835555556,305.782222222,1424.457777778,415.964444444,25.536401515,271.410176768,2045.614911616
500,3/5/2020,517.146666667,7.995555556,49.877557666,288.026666667,2.475555556,215.497777778,301.648888889,1430.182222222,416.275555556,25.279427107,267.136764662,2069.373224785
501,3/6/2020,517.817777778,8.124444444,50.471153324,290.164444444,2.404444444,207.826666667,309.991111111,1431.622222222,417.675555556,25.291391527,267.659182874,1991.453936379
502,3/7/2020,524.973333333,8.124444444,50.474138399,283.164444444,2.373333333,215.337777778,309.635555556,1434.031111111,417.986666667,25.291391527,267.775781698,1990.257355646
503,3/8/2020,522.755555556,8.08,50.480199005,295.457777778,2.36,211.937777778,310.817777778,1436.697777778,418.675555556,25.304881652,267.838920549,1989.782933816
504,3/9/2020,515.208888889,8.137777778,50.649286899,298.284444444,2.337777778,202.844444444,312.364444444,1444.875555556,419.764444444,25.573544399,268.524824363,1993.088110960
505,3/10/2020,509.928888889,8.2,50.540665478,309.373333333,2.351111111,202.564444444,307.364444444,1451.537777778,421.4,25.480368390,268.110903149,2017.586928105
506,3/11/2020,505.395555556,8.262222222,50.665282234,308.142222222,2.386666667,194.893333333,310.502222222,1462.982222222,422.275555556,25.464337493,268.666084373,2037.539043375
507,3/12/2020,508.347826087,8.278260870,50.525393319,290.369565217,2.286956522,208.152173913,300.195652174,1435.582608696,414.313043478,25.374684182,267.838944432,2052.584360226
508,3/13/2020,513.726086957,8.121739130,50.908726653,296.239130435,2.239130435,210.543478261,303.182608696,1436.286956522,415.356521739,25.394094397,268.311373324,2065.653638689
509,3/14/2020,506.186956522,8.243478261,50.917550182,297.013043478,2.273913043,207.726086957,298.460869565,1442.982608696,416.2,25.402917926,268.513287608,2065.179504766
510,3/15/2020,500.926086957,8.234782609,50.923432535,296.673913043,2.256521739,205.852173913,295.073913043,1447.452173913,416.991304348,25.402917926,268.612822599,2064.322843525
511,3/16/2020,496.208695652,8.186956522,51.237111524,301.852173913,2.743478261,202.765217391,293.443478261,1453.717391304,417.982608696,25.405680849,269.327315353,2081.486999147
512,3/17/2020,484.269565217,8.665217391,51.386700767,311.769565217,2.782608696,196.265217391,288.004347826,1464.560869565,419.678260870,25.444501279,269.513427110,2103.200224754
513,3/18/2020,486.826086957,8.539130435,51.512194838,306.304347826,2.843478261,200.469565217,286.356521739,1475.352173913,421.247826087,25.530043401,270.165787026,2121.875265442
514,3/19/2020,494.652173913,8.530434783,51.569355964,296.895652174,2.9,209.995652174,284.656521739,1484.547826087,423.304347826,25.540401457,270.950503759,2142.607498256
515,3/20/2020,503.808695652,7.747826087,51.604878710,281.795652174,2.760869565,217.147826087,286.660869565,1490.173913043,424.143478261,25.532934201,271.477822987,2156.084995737
516,3/21/2020,503.073913043,7.921739130,51.628408122,284.195652174,2.760869565,216.247826087,286.826086957,1491.026086957,424.356521739,25.547818337,271.598411222,2156.049151360
517,3/22/2020,501.417391304,8.047826087,51.631349299,289.356521739,2.782608696,215.082608696,286.334782609,1493.443478261,424.713043478,25.547818337,271.674420677,2154.839676819
518,3/23/2020,498.343478261,8.026086957,51.484057971,289.678260870,2.808695652,212.660869565,285.682608696,1498.591304348,426.443478261,25.460606061,270.738603426,2162.848484848
519,3/24/2020,511.373913043,8.378260870,51.703689065,330.243478261,2.813043478,218.026086957,293.347826087,1503.882608696,431.191304348,25.454808959,271.301185771,2169.301844532
520,3/25/2020,517.321739130,8.295652174,51.762450593,317.926086957,2.869565217,223.843478261,293.478260870,1510.947826087,431.334782609,25.451910408,271.620026350,2186.344137022
521,3/26/2020,504.421276596,8.042553191,51.444380904,310.817021277,2.808510638,219.714893617,284.706382979,1486.693617021,426.429787234,25.255055644,270.434143470,2195.120001121
522,3/27/2020,507.923404255,7.804255319,51.462299218,302.965957447,2.855319149,215.668085106,292.255319149,1490,428.012765957,25.218310767,270.706853923,2150.289804614
523,3/28/2020,507.097872340,7.817021277,51.466554537,303.621276596,2.876595745,214.676595745,292.421276596,1491.365957447,428.042553191,25.218310767,270.711109242,2057.082561041
524,3/29/2020,507.646808511,7.842553191,51.466554537,307.114893617,2.880851064,212.472340426,295.174468085,1491.893617021,428.208510638,25.207994842,270.727222269,1957.322838001
525,3/30/2020,496.034042553,7.808510638,51.481047291,310.314893617,2.919148936,208.634042553,287.4,1502.4,430.446808511,25.212250161,270.965312701,1965.034457433
526,3/31/2020,494.029787234,7.693617021,51.483945841,305.808510638,2.940425532,199.251063830,294.778723404,1507.080851064,433.459574468,25.174569002,271.243820256,1815.571423766
527,4/1/2020,491.106382979,7.578723404,51.492456480,309.506382979,2.906382979,196.502127660,294.604255319,1514.251063830,435.046808511,25.146598268,270.888386174,1828.713004233
528,4/2/2020,505.021276596,7.748936170,51.196063369,298.097872340,2.859574468,214.897872340,290.123404255,1522.195744681,436.217021277,25.066795616,270.385920604,1802.611680943
529,4/3/2020,507.689361702,7.463829787,51.206379294,293.272340426,2.629787234,220.259574468,287.429787234,1529.285106383,437.242553191,25.106661140,270.510647509,1600.321118173
530,4/4/2020,506.748936170,7.446808511,51.206379294,292.595744681,2.629787234,217.340425532,289.408510638,1529.910638298,437.757446809,25.106661140,270.525625863,1546.881875288
531,4/5/2020,502.553191489,7.417021277,51.206379294,291.085106383,2.625531915,215.106382979,287.446808511,1533.808510638,438.165957447,25.106661140,270.561236069,1406.711319886
532,4/6/2020,501.591489362,7.331914894,51.208184581,291.787234043,2.468085106,221.761702128,279.829787234,1542.680851064,438.272340426,25.106661140,270.682698720,1419.352513586
533,4/7/2020,502.153191489,7.072340426,51.508704062,284.570212766,2.434042553,221.268085106,280.885106383,1548.165957447,439.897872340,25.080600534,270.323376623,1435.486974302
534,4/8/2020,498.285106383,7.042553191,51.521470019,287.042553191,2.4,209.344680851,288.940425532,1552.161702128,441.965957447,25.126139818,270.519093672,1434.769781708
535,4/9/2020,509.846808511,6.889361702,51.524327162,276.944680851,2.246808511,213.276595745,296.570212766,1555.723404255,445.280851064,24.917853919,270.172342268,1452.344207424
536,4/10/2020,507.727659574,6.608510638,51.273582695,274.055319149,2.114893617,213.944680851,293.782978723,1558.902127660,448.361702128,24.844185941,269.297358360,1473.566798340
537,4/11/2020,509.276595745,6.570212766,51.285703908,273.595744681,2.110638298,215.493617021,293.782978723,1558.902127660,448.536170213,24.814151706,269.354353847,1472.893983890
538,4/12/2020,509.063829787,6.561702128,51.285703908,272.438297872,2.119148936,214.148936170,294.914893617,1559.978723404,448.778723404,24.821650730,269.179449878,1471.534664596
539,4/13/2020,504.863829787,6.646808511,51.308141045,297.8,2.842553191,210.174468085,294.689361702,1570.923404255,450.093617021,24.904327058,269.496237775,1469.442881921
540,4/14/2020,503.353191489,6.748936170,51.308141045,286.872340426,2.846808511,215.982978723,287.370212766,1581.629787234,450.965957447,24.932129203,269.832760327,1485.313961915
541,4/15/2020,503.123404255,6.680851064,51.322652355,287.744680851,2.851063830,217.889361702,285.234042553,1592.314893617,453.314893617,24.937763006,270.301869761,1505.935029649
542,4/16/2020,502.876595745,6.782978723,51.370928342,287.791489362,2.765957447,216.476595745,286.4,1600.702127660,456.119148936,24.993082155,270.888275624,1513.387657213
543,4/17/2020,483.089795918,6.559183673,50.096328531,273,2.689795918,208.779591837,274.310204082,1538.706122449,438.955102041,24.586894758,263.568334000,1531.769441110
544,4/18/2020,482.771428571,6.506122449,50.096328531,271.036734694,2.693877551,207.522448980,275.248979592,1539.097959184,439.216326531,24.211434574,263.585981059,1531.092066827
545,4/19/2020,479.220408163,6.506122449,50.137144858,269.624489796,2.730612245,205.208163265,274.012244898,1543.359183673,439.473469388,24.211434574,265.097312258,1531.095054689
546,4/20/2020,473.004081633,6.922448980,50.137144858,302.714285714,2.820408163,203.428571429,269.575510204,1550.102040816,441.395918367,23.973356009,261.438295318,1534.161861411
