SaleDate,UnitOfMeasureName,ProductCategoryName,TotalPrice,CountBasedTotal,DollarCountBasedTotal,WeightBasedTotal,DollarWeightBasedTotal,Quantity,Units
2/24/2022,Grams,Infused Pre-Rolls,50956,0,0,1788.54,50956,1788.54,1481
12/31/2019,Grams,Shake/Trim (by strain),14205.58,0,0,967,14205.58,967,786
8/24/2022,Grams,Kief,4298.3,0,0,175.6,4298.3,175.6,147
12/8/2019,Grams,Concentrate,16335,0,0,237,16335,237,229
9/20/2020,Grams,Shake/Trim (by strain),11030.5,0,0,741,11030.5,741,607
9/22/2022,Grams,Shake/Trim,13778.56,0,0,2613.5,13778.56,2613.5,302
7/14/2020,Grams,Raw Pre-Rolls,218329.04,0,0,13941.64,218329.04,13941.64,10309
11/27/2019,Grams,Kief,1916.02,0,0,53.5,1916.02,53.5,78
9/9/2019,Each,Infused (non-edible),59461.41,1116,59461.41,0,0,1116,995
2/17/2020,Grams,Shake/Trim (by strain),9092.5,0,0,608,9092.5,608,497
4/15/2023,Milligrams,Infused Pre-Rolls,60,0,0,3000,60,3000,1
8/12/2021,Grams,Shake/Trim,312.51,0,0,42,312.51,42,3
1/30/2021,Each,Infused (edible),689336.94,24965,689336.94,0,0,24965,19672
5/10/2022,Kilograms,Raw Pre-Rolls,10,0,0,0,10,0,1
6/7/2023,Grams,Raw Pre-Rolls,643764.18,0,0,67952.25,643764.18,67952.25,42437
8/12/2021,Each,Concentrate (Each),253890.83,4796,253890.83,0,0,4796,4334
5/30/2020,Each,Infused (non-edible),12549.97,319,12549.97,0,0,319,273
7/7/2021,Grams,Infused Pre-Rolls,16551.94,0,0,585.92,16551.94,585.92,507
4/4/2023,Each,Infused (edible),428200.08,22079,428200.08,0,0,22079,16819
8/31/2021,Grams,Concentrate,7054.07,0,0,102.5,7054.07,102.5,93
12/2/2021,Milligrams,Raw Pre-Rolls,26.68,0,0,2000,26.68,2000,3
11/8/2019,Grams,Shake/Trim (by strain),9702.5,0,0,657,9702.5,657,499
2/2/2023,Each,Immature Plants,69.87,193,69.87,0,0,193,38
4/7/2022,Grams,Concentrate,6257.79,0,0,106.5,6257.79,106.5,106
11/27/2021,Each,Concentrate (Each),301743.1,5897,301743.1,0,0,5897,5285
9/24/2019,Grams,Concentrate,7974.89,0,0,124,7974.89,124,116
3/8/2021,Each,Concentrate (Each),157165.6,3033,157165.6,0,0,3033,2735
11/27/2021,Grams,Shake/Trim,705,0,0,128.8,705,128.8,12
8/12/2019,Grams,Shake/Trim (by strain),5113.21,0,0,417,5113.21,417,264
9/4/2021,Grams,Infused Pre-Rolls,30317.97,0,0,1204.56,30317.97,1204.56,1015
12/24/2021,Each,Suppository,100,1,100,0,0,1,1
7/13/2020,Grams,Shake/Trim (by strain),5655.7,0,0,375.5,5655.7,375.5,328
4/25/2019,Grams,Shake/Trim,794.74,0,0,59.5,794.74,59.5,15
12/3/2019,Each,Infused (non-edible),5717.73,141,5717.73,0,0,141,112
7/23/2020,Grams,Kief,3850.19,0,0,145,3850.19,145,128
5/24/2023,Grams,Kief,2784.62,0,0,126.2,2784.62,126.2,108
12/20/2020,Grams,Buds,1123769.8,0,0,78951.41,1123769.8,78951.41,20766
1/6/2021,Grams,Kief,2712.14,0,0,97,2712.14,97,89
1/22/2019,Grams,Concentrate,1923,0,0,28.5,1923,28.5,38
7/16/2023,Each,Vape Product,723566.9,20327,723566.9,0,0,20327,18283
5/17/2021,Each,Infused (edible),370104.54,14258,370104.54,0,0,14258,11176
6/29/2022,Grams,Shake/Trim,13090.07,0,0,2521.5,13090.07,2521.5,295
5/2/2023,Each,Infused Beverage,24906.16,3225,24906.16,0,0,3225,1745
5/7/2023,Grams,Buds,1451872.48,0,0,252720.79,1451872.48,252720.79,36191
3/24/2020,Each,Infused (non-edible),3790.3,86,3790.3,0,0,86,67
12/30/2020,Grams,Infused Pre-Rolls,7460.11,0,0,280.65,7460.11,280.65,258
3/14/2021,Grams,Raw Pre-Rolls,369554.28,0,0,24730.91,369554.28,24730.91,17266
3/14/2023,Grams,Raw Pre-Rolls,415436.04,0,0,43477.15,415436.04,43477.15,27774
10/2/2021,Each,Concentrate (Each),326628.8,6225,326628.8,0,0,6225,5569
2/6/2023,Pounds,Buds,495,0,0,0.1,495,0.1,9
8/1/2021,Pounds,Raw Pre-Rolls,32,0,0,0,32,0,1
1/27/2021,Each,Concentrate (Each),155890.05,3060,155890.05,0,0,3060,2722
1/2/2022,Grams,Infused Pre-Rolls,31926.75,0,0,1149.75,31926.75,1149.75,982
10/17/2020,Each,Vape Product,664985.02,11346,664985.02,0,0,11346,9734
8/9/2020,Grams,Buds,1085182,0,0,74795.28,1085182,74795.28,20135
8/7/2021,Milligrams,Raw Pre-Rolls,540.5,0,0,47500,540.5,47500,33
6/19/2020,Each,Vape Product,424511.3,7199.8,424511.3,0,0,7199.8,6127
4/13/2021,Grams,Infused Pre-Rolls,11880.82,0,0,497.4,11880.82,497.4,422
7/20/2019,Each,Infused (non-edible),81362.32,1687,81362.32,0,0,1687,1473
2/16/2020,Grams,Raw Pre-Rolls,194819.46,0,0,12432.03,194819.46,12432.03,9987
2/28/2022,Grams,Concentrate,3708.72,0,0,55.5,3708.72,55.5,64
8/23/2020,Each,Infused (non-edible),12966.38,291,12966.38,0,0,291,243
1/9/2023,Each,Infused (edible),419553.3,20669,419553.3,0,0,20669,15678
1/29/2023,Each,Seeds,5.75,1,5.75,0,0,1,1
7/14/2023,Milligrams,Infused Pre-Rolls,0.05,0,0,2000,0.05,2000,5
11/23/2022,Each,Infused (non-edible),15024.93,471,15024.93,0,0,471,360
3/6/2023,Grams,Shake/Trim (by strain),50023.55,0,0,11097.5,50023.55,11097.5,1182
6/12/2020,Grams,Concentrate,22048.97,0,0,320.5,22048.97,320.5,289
9/25/2022,Each,Infused (edible),543575.75,25331,543575.75,0,0,25331,19707
1/22/2019,Each,Concentrate,2220,37,2220,0,0,37,36
8/5/2023,Grams,Shake/Trim,34774.1,0,0,9670.5,34774.1,9670.5,1038
7/9/2023,Grams,Concentrate,16386.59,0,0,488.5,16386.59,488.5,294
7/23/2022,Grams,Raw Pre-Rolls,737319.26,0,0,59771.2,737319.26,59771.2,39166
11/6/2019,Each,Infused (edible),239546.86,8062,239546.86,0,0,8062,5899
1/5/2019,Each,Concentrate (Each),173215.92,2990,173215.92,0,0,2990,2604
10/2/2021,Grams,Raw Pre-Rolls,688862.41,0,0,46024.02,688862.41,46024.02,31366
3/20/2022,Each,Infused (non-edible),19265.97,574,19265.97,0,0,574,366
12/31/2020,Each,Suppository,180,3,180,0,0,3,3
9/1/2022,Each,Immature Plants,90,3,90,0,0,3,3
9/22/2021,Grams,Concentrate (Bulk),470,0,0,9.5,470,9.5,9
7/9/2023,Grams,Kief,2400.6,0,0,128,2400.6,128,84
12/3/2021,Grams,Concentrate (Bulk),250,0,0,6,250,6,2
4/15/2023,Grams,Shake/Trim (by strain),69218.79,0,0,16488.4,69218.79,16488.4,1699
12/22/2022,Milligrams,Concentrate,1252,0,0,23000,1252,23000,19
3/29/2022,Each,Vape Product,703455.14,13557,703455.14,0,0,13557,12252
3/22/2023,Milligrams,Infused Pre-Rolls,155,0,0,5400,155,5400,5
11/7/2022,Each,Infused (non-edible),8991.68,215,8991.68,0,0,215,181
7/29/2023,Each,Infused (non-edible),20896.41,525,20896.41,0,0,525,443
10/26/2020,Grams,Concentrate,32305.83,0,0,484.5,32305.83,484.5,445
1/13/2019,Each,Concentrate (Each),165128.83,2973,165128.83,0,0,2973,2683
12/10/2018,Each,Infused (edible),39390.24,1418,39390.24,0,0,1418,1012
6/6/2022,Each,Infused Beverage,28422.85,3320,28422.85,0,0,3320,1655
4/3/2022,Kilograms,Buds,77.5,0,0,0,77.5,0,2
1/9/2020,Grams,Raw Pre-Rolls,137713.78,0,0,8893.5,137713.78,8893.5,7079
9/27/2020,Grams,Kief,4293.5,0,0,157,4293.5,157,141
8/10/2022,Grams,Shake/Trim (by strain),62627.26,0,0,10423.5,62627.26,10423.5,1787
10/24/2020,Grams,Kief,6312.61,0,0,227,6312.61,227,199
3/7/2022,Each,Vape Product,667032.47,12603.5,667032.47,0,0,12603.5,11451
12/22/2021,Each,Infused Beverage,55915.75,7042,55915.75,0,0,7042,3632
4/18/2022,Milligrams,Concentrate,560,0,0,16000,560,16000,15
5/24/2023,Milligrams,Buds,547.91,0,0,77000,547.91,77000,20
9/12/2020,Grams,Buds,1561518.47,0,0,108023.88,1561518.47,108023.88,29188
10/3/2022,Milligrams,Concentrate,400.52,0,0,12000,400.52,12000,12
6/15/2022,Grams,Shake/Trim (by strain),67316.52,0,0,12088.1,67316.52,12088.1,1761
7/24/2023,Grams,Buds,1446590.2,0,0,228055.26,1446590.2,228055.26,38270
1/17/2021,Grams,Shake/Trim,628.34,0,0,42,628.34,42,15
5/4/2023,Each,Suppository,35,1,35,0,0,1,1
4/7/2023,Grams,Shake/Trim,80040.4,0,0,24851,80040.4,24851,1624
11/8/2020,Grams,Buds,1032857.09,0,0,71672.38,1032857.09,71672.38,19840
7/30/2021,Each,Infused (edible),772702.83,31623,772702.83,0,0,31623,25214
2/21/2022,Kilograms,Buds,45.85,0,0,0,45.85,0,4
2/28/2022,Grams,Shake/Trim (by strain),30081.3,0,0,4596.95,30081.3,4596.95,802
1/4/2020,Grams,Infused Pre-Rolls,19297.1,0,0,740.25,19297.1,740.25,983
10/27/2020,Grams,Concentrate,28551.73,0,0,422,28551.73,422,395
6/28/2020,Grams,Kief,3023.22,0,0,109,3023.22,109,105
10/20/2020,Grams,Shake/Trim (by strain),5803.47,0,0,375,5803.47,375,344
1/31/2021,Grams,Kief,2345.66,0,0,84,2345.66,84,73
10/1/2021,Grams,Raw Pre-Rolls,797727.2,0,0,54041.97,797727.2,54041.97,36743
4/16/2023,Grams,Buds,1455652.31,0,0,244426.39,1455652.31,244426.39,36500
4/4/2022,Kilograms,Buds,73.96,0,0,0,73.96,0,2
6/13/2020,Grams,Concentrate,27760.31,0,0,391.5,27760.31,391.5,369
5/18/2023,Milligrams,Infused Pre-Rolls,80.9,0,0,1900,80.9,1900,3
4/6/2022,Kilograms,Concentrate,150,0,0,0,150,0,2
5/1/2022,Grams,Concentrate (Bulk),1475.47,0,0,48,1475.47,48,36
1/20/2023,Grams,Concentrate (Bulk),1733.76,0,0,51,1733.76,51,46
4/6/2023,Grams,Shake/Trim,58872.66,0,0,18197,58872.66,18197,1281
3/6/2022,Each,Vape Product,807688.71,15013,807688.71,0,0,15013,13624
1/31/2021,Each,Infused (non-edible),11060.54,276,11060.54,0,0,276,231
1/20/2021,Grams,Shake/Trim,968.05,0,0,71,968.05,71,21
6/5/2023,Grams,Concentrate (Bulk),598.43,0,0,15.5,598.43,15.5,14
9/24/2020,Grams,Infused Pre-Rolls,10767.38,0,0,431.1,10767.38,431.1,358
5/25/2023,Milligrams,Buds,108.52,0,0,14000,108.52,14000,4
3/20/2020,Each,Concentrate (Each),221677.94,4087,221677.94,0,0,4087,3466
12/7/2018,Each,Infused (edible),52638.22,1615,52638.22,0,0,1615,1168
11/29/2019,Each,Concentrate (Each),264735.21,5022,264735.21,0,0,5022,4516
7/16/2019,Each,Concentrate (Each),375630.16,7032,375630.16,0,0,7032,6091
10/6/2021,Each,Infused (non-edible),12958.8,327,12958.8,0,0,327,285
9/30/2022,Grams,Concentrate (Bulk),881,0,0,25,881,25,21
1/1/2022,Milligrams,Concentrate,80,0,0,1000,80,1000,1
4/1/2022,Each,Vape Product,1124331.53,21791,1124331.53,0,0,21791,19704
7/11/2021,Grams,Shake/Trim (by strain),22452.61,0,0,3063.25,22452.61,3063.25,569
7/29/2021,Each,Infused (edible),604830.77,24791,604830.77,0,0,24791,19439
3/17/2023,Pounds,Buds,225,0,0,0.03,225,0.03,1
1/8/2020,Grams,Raw Pre-Rolls,129606.91,0,0,8482.56,129606.91,8482.56,6631
8/4/2023,Grams,Shake/Trim,44204.06,0,0,12256,44204.06,12256,1311
7/26/2022,Grams,Raw Pre-Rolls,570317.04,0,0,47866,570317.04,47866,31592
9/28/2022,Each,Infused (edible),485865.47,23420,485865.47,0,0,23420,17777
7/6/2023,Grams,Concentrate,16835.38,0,0,482.1,16835.38,482.1,263
2/21/2020,Grams,Infused Pre-Rolls,23384.51,0,0,890.5,23384.51,890.5,758
9/4/2022,Each,Immature Plants,60,2,60,0,0,2,2
3/30/2023,Grams,Kief,2977.89,0,0,141,2977.89,141,123
3/12/2021,Each,Infused (non-edible),13061.58,333,13061.58,0,0,333,290
2/17/2021,Grams,Buds,1358153.56,0,0,95628.61,1358153.56,95628.61,24703
1/21/2019,Each,Concentrate,2819.78,47,2819.78,0,0,47,46
9/3/2021,Milligrams,Concentrate,1230,0,0,16500,1230,16500,21
6/11/2020,Grams,Buds,862878.02,0,0,60309.75,862878.02,60309.75,15574
3/25/2023,Each,Seeds,12,1,12,0,0,1,1
6/7/2022,Each,Infused Beverage,33280.91,4364,33280.91,0,0,4364,1805
4/12/2021,Milligrams,Concentrate,0.01,0,0,0,0.01,0,1
11/5/2019,Each,Infused (edible),208843.76,6829,208843.76,0,0,6829,5063
8/19/2020,Each,Concentrate (Each),159116.25,3051,159116.25,0,0,3051,2685
12/1/2021,Each,Infused (non-edible),14037.14,352,14037.14,0,0,352,310
12/19/2021,Each,Infused Beverage,41089.82,4865,41089.82,0,0,4865,2620
6/25/2021,Grams,Shake/Trim (by strain),21753.34,0,0,2685.75,21753.34,2685.75,635
5/8/2019,Each,Raw Pre-Rolls,0.01,1,0.01,0,0,1,1
3/24/2021,Each,Infused Beverage,16442.04,1925,16442.04,0,0,1925,1165
1/5/2019,Each,Infused (non-edible),17990,261,17990,0,0,261,237
10/10/2022,Grams,Infused Pre-Rolls,40698.54,0,0,1728.32,40698.54,1728.32,1340
8/5/2020,Each,Infused (edible),296289.1,10623,296289.1,0,0,10623,8111
7/24/2021,Grams,Concentrate,10617.45,0,0,152.5,10617.45,152.5,160
6/25/2023,Each,Infused (edible),511405.52,25652,511405.52,0,0,25652,20079
10/8/2020,Grams,Raw Pre-Rolls,264997.12,0,0,16993.79,264997.12,16993.79,12884
4/25/2022,Grams,Infused Pre-Rolls,31615.16,0,0,1109.48,31615.16,1109.48,937
4/26/2019,Grams,Shake/Trim (by strain),620.58,0,0,72.4,620.58,72.4,15
11/10/2022,Grams,Concentrate,11824.76,0,0,280.5,11824.76,280.5,289
1/31/2023,Each,Infused Beverage,24370.83,3268,24370.83,0,0,3268,1519
5/18/2023,Milligrams,Raw Pre-Rolls,370,0,0,38500,370,38500,21
12/12/2018,Grams,Concentrate,23371.39,0,0,192,23371.39,192,344
8/27/2021,Grams,Buds,2097894.81,0,0,154259.92,2097894.81,154259.92,39037
11/7/2022,Each,Concentrate (Each),177350.6,4466,177350.6,0,0,4466,3634
8/11/2022,Grams,Shake/Trim,21000.76,0,0,5257,21000.76,5257,632
9/20/2022,Grams,Kief,3081.89,0,0,126.1,3081.89,126.1,111
11/23/2022,Each,Concentrate (Each),346425.98,9129,346425.98,0,0,9129,8030
10/5/2022,Grams,Buds,1461365.85,0,0,167892.79,1461365.85,167892.79,33353
7/1/2023,Grams,Infused Pre-Rolls,89346.89,0,0,4475.98,89346.89,4475.98,3602
7/29/2023,Each,Concentrate (Each),220033.09,6265,220033.09,0,0,6265,5440
10/15/2019,Grams,Concentrate,11724,0,0,164,11724,164,159
3/20/2022,Each,Concentrate (Each),239724.76,5092,239724.76,0,0,5092,4439
2/5/2021,Grams,Raw Pre-Rolls,401220.03,0,0,26918.51,401220.03,26918.51,18779
12/3/2020,Each,Infused (edible),311701.95,11195,311701.95,0,0,11195,8467
12/3/2019,Grams,Buds,626144.29,0,0,43232.07,626144.29,43232.07,14615
8/12/2021,Grams,Kief,4501.81,0,0,212.5,4501.81,212.5,164
6/9/2021,Each,Vape Product,622635.52,11140,622635.52,0,0,11140,9835
6/21/2020,Each,Infused (edible),223297.24,7470,223297.24,0,0,7470,5667
7/14/2023,Each,Infused (edible),744461.39,38492,744461.39,0,0,38492,30252
1/30/2023,Milligrams,Infused Pre-Rolls,95,0,0,1200,95,1200,2
8/22/2020,Grams,Buds,1499079.96,0,0,103471.63,1499079.96,103471.63,27819
3/25/2023,Each,Infused Beverage,58326.86,7326,58326.86,0,0,7326,3750
12/7/2020,Grams,Buds,937129.71,0,0,66598.39,937129.71,66598.39,18091
11/5/2022,Grams,Infused Pre-Rolls,66578.71,0,0,2980.87,66578.71,2980.87,2453
10/19/2020,Each,Infused (edible),280179.69,9940,280179.69,0,0,9940,7562
12/22/2020,Grams,Raw Pre-Rolls,397824.08,0,0,26156.71,397824.08,26156.71,17874
8/24/2020,Grams,Raw Pre-Rolls,210912.71,0,0,13714.18,210912.71,13714.18,10181
8/6/2021,Grams,Concentrate,8824.68,0,0,141,8824.68,141,147
1/7/2023,Each,Vape Product,979249.78,24820,979249.78,0,0,24820,22127
3/13/2021,Each,Infused Beverage,33095.28,3775,33095.28,0,0,3775,2390
3/31/2019,Grams,Shake/Trim (by strain),3558.72,0,0,200.3,3558.72,200.3,160
4/17/2023,Each,Immature Plants,3800,36,3800,0,0,36,27
6/16/2019,Grams,Concentrate (Each),420,0,0,7,420,7,6
7/27/2023,Grams,Infused Pre-Rolls,76058.18,0,0,3842.38,76058.18,3842.38,2904
11/29/2018,Grams,Concentrate,26665.24,0,0,337.9,26665.24,337.9,368
6/18/2022,Milligrams,Raw Pre-Rolls,302.32,0,0,36000,302.32,36000,25
1/20/2023,Pounds,Buds,32.5,0,0,0.01,32.5,0.01,1
4/23/2022,Each,Concentrate (Each),251950.49,5268.5,251950.49,0,0,5268.5,4653
6/27/2023,Grams,Buds,1463115.87,0,0,226810.61,1463115.87,226810.61,38200
5/11/2023,Grams,Raw Pre-Rolls,713425.92,0,0,75176.2,713425.92,75176.2,46583
11/21/2022,Grams,Infused Pre-Rolls,32897.33,0,0,1388.21,32897.33,1388.21,1142
12/27/2022,Each,Concentrate (Each),212637.98,5401,212637.98,0,0,5401,4671
10/28/2019,Grams,Concentrate,16482.01,0,0,252,16482.01,252,228
9/8/2020,Grams,Kief,3865.83,0,0,135,3865.83,135,116
2/20/2019,Each,Infused (non-edible),849,32,849,0,0,32,31
10/8/2022,Each,Concentrate (Each),261991.29,6256,261991.29,0,0,6256,5372
8/30/2022,Grams,Shake/Trim,8848.03,0,0,1694,8848.03,1694,180
5/19/2021,Each,Vape Product,581536.49,10421,581536.49,0,0,10421,9198
9/20/2022,Grams,Concentrate,6357.27,0,0,137,6357.27,137,147
6/29/2023,Each,Concentrate (Each),206461.87,5606,206461.87,0,0,5606,4865
6/10/2023,Grams,Kief,2734.05,0,0,115.1,2734.05,115.1,104
11/20/2020,Grams,Kief,5276.33,0,0,189,5276.33,189,163
3/18/2022,Grams,Infused Pre-Rolls,62139.02,0,0,2112.62,62139.02,2112.62,1869
9/2/2021,Grams,Shake/Trim,1465.19,0,0,176.5,1465.19,176.5,36
12/10/2018,Each,Infused (non-edible),1410,42,1410,0,0,42,32
9/13/2020,Grams,Buds,1171587.19,0,0,81222.28,1171587.19,81222.28,22184
9/24/2020,Each,Infused (edible),338625.6,12423,338625.6,0,0,12423,9403
7/20/2021,Grams,Shake/Trim (by strain),20855.2,0,0,2945.75,20855.2,2945.75,486
2/19/2021,Each,Infused (non-edible),14541.75,467,14541.75,0,0,467,391
1/1/2023,Grams,Concentrate (Bulk),473.35,0,0,10,473.35,10,10
10/21/2020,Grams,Kief,4656.81,0,0,169,4656.81,169,152
3/20/2022,Kilograms,Concentrate,386,0,0,0,386,0,6
9/30/2020,Grams,Kief,4045,0,0,148,4045,148,128
10/7/2020,Grams,Infused Pre-Rolls,6526.62,0,0,251.1,6526.62,251.1,227
10/17/2021,Each,Infused (non-edible),18528.57,478,18528.57,0,0,478,403
8/16/2022,Grams,Concentrate,5302.58,0,0,102.5,5302.58,102.5,86
2/11/2023,Each,Vape Product,966433.23,25001,966433.23,0,0,25001,22042
3/20/2020,Each,Vape Product,408671.41,6692,408671.41,0,0,6692,5753
1/17/2020,Grams,Infused Pre-Rolls,26662.2,0,0,1004.25,26662.2,1004.25,1156
12/9/2022,Pounds,Buds,120,0,0,0.02,120,0.02,2
9/8/2021,Grams,Concentrate,8210.9,0,0,114.5,8210.9,114.5,117
3/9/2020,Each,Concentrate (Each),133130.97,2479,133130.97,0,0,2479,2170
6/2/2021,Grams,Shake/Trim (by strain),25907.18,0,0,3431.75,25907.18,3431.75,567
9/30/2022,Grams,Shake/Trim,14239.91,0,0,2481,14239.91,2481,302
11/19/2020,Grams,Raw Pre-Rolls,300631.4,0,0,19385.13,300631.4,19385.13,14420
9/9/2020,Each,Concentrate (Each),151976.96,2777,151976.96,0,0,2777,2482
6/14/2021,Each,Infused Beverage,24366.65,3031,24366.65,0,0,3031,1651
6/18/2023,Grams,Concentrate (Bulk),819.69,0,0,24.5,819.69,24.5,21
4/1/2023,Milligrams,Infused Pre-Rolls,275,0,0,11000,275,11000,11
7/25/2023,Each,Immature Plants,560.5,12,560.5,0,0,12,12
11/30/2019,Grams,Concentrate,22378.4,0,0,316.5,22378.4,316.5,299
7/22/2020,Grams,Raw Pre-Rolls,240197.71,0,0,15572.15,240197.71,15572.15,11136
12/13/2021,Milligrams,Concentrate,80,0,0,1000,80,1000,1
9/16/2021,Milligrams,Concentrate,720,0,0,9500,720,9500,12
11/7/2020,Grams,Buds,1432511.69,0,0,99822.63,1432511.69,99822.63,27163
12/20/2019,Each,Concentrate (Each),246798.73,4841,246798.73,0,0,4841,4227
11/10/2021,Each,Infused (non-edible),15904.57,420,15904.57,0,0,420,367
8/4/2021,Grams,Shake/Trim,625.02,0,0,84,625.02,84,5
4/16/2021,Each,Vape Product,808648.78,14212,808648.78,0,0,14212,12620
4/12/2023,Each,Infused (edible),481976.05,24106,481976.05,0,0,24106,18302
10/13/2022,Grams,Concentrate (Bulk),733.34,0,0,19,733.34,19,19
7/5/2019,Each,Concentrate (Each),581293.35,10591,581293.35,0,0,10591,9146
7/6/2023,Grams,Kief,2732.41,0,0,146,2732.41,146,103
7/16/2021,Milligrams,Buds,899.22,0,0,70000,899.22,70000,17
2/11/2021,Each,Infused (non-edible),11157.64,430,11157.64,0,0,430,282
4/12/2022,Grams,Concentrate (Bulk),205.66,0,0,6,205.66,6,5
2/5/2022,Grams,Shake/Trim (by strain),47570.18,0,0,6891.6,47570.18,6891.6,1212
10/29/2020,Grams,Shake/Trim (by strain),12773.6,0,0,792,12773.6,792,652
6/15/2023,Grams,Raw Pre-Rolls,763001.1,0,0,82614.35,763001.1,82614.35,51027
7/23/2023,Grams,Buds,1466436.78,0,0,232734.78,1466436.78,232734.78,37898
1/22/2021,Each,Infused (edible),522514.52,19269,522514.52,0,0,19269,15066
12/20/2022,Each,Infused Beverage,38364.21,5022,38364.21,0,0,5022,2685
6/30/2021,Grams,Concentrate (Bulk),163.34,0,0,3,163.34,3,3
2/27/2020,Each,Vape Product,300847.32,4982,300847.32,0,0,4982,4389
12/30/2018,Grams,Buds,202496.26,0,0,14298.78,202496.26,14298.78,4686
8/3/2023,Each,Concentrate (Each),212904.38,6184,212904.38,0,0,6184,5268
3/21/2023,Each,Vape Product,693046.540000001,18831,693046.540000001,0,0,18831,16637
5/6/2023,Each,Infused (non-edible),14381.81,374,14381.81,0,0,374,312
5/4/2023,Each,Infused (edible),537888.66,27907,537888.66,0,0,27907,21307
9/30/2019,Grams,Shake/Trim,1697,0,0,90.5,1697,90.5,90
12/31/2020,Each,Infused (edible),546284.66,20319,546284.66,0,0,20319,16040
8/2/2022,Grams,Buds,1402859.69,0,0,142402.89,1402859.69,142402.89,30132
7/3/2022,Milligrams,Concentrate,377.24,0,0,9500,377.24,9500,10
10/15/2021,Grams,Kief,5492.03,0,0,219.6,5492.03,219.6,183
6/29/2023,Each,Immature Plants,145,5,145,0,0,5,3
7/27/2022,Milligrams,Concentrate,353.25,0,0,8000,353.25,8000,6
7/25/2022,Grams,Concentrate,4335.53,0,0,100.97,4335.53,100.97,90
8/17/2020,Each,Infused (edible),299486.4,10763,299486.4,0,0,10763,8225
10/28/2020,Grams,Raw Pre-Rolls,278077.39,0,0,18092,278077.39,18092,13301
3/9/2021,Each,Vape Product,491155.49,8720,491155.49,0,0,8720,7721
6/14/2020,Grams,Raw Pre-Rolls,133154.92,0,0,8503.95,133154.92,8503.95,6717
6/4/2022,Each,Infused (non-edible),19155.78,466,19155.78,0,0,466,384
10/15/2019,Grams,Kief,1669.03,0,0,55,1669.03,55,58
9/30/2019,Grams,Buds,725306.39,0,0,49638.35,725306.39,49638.35,15968
5/23/2021,Each,Infused Beverage,34806.84,4286,34806.84,0,0,4286,2291
6/22/2022,Grams,Shake/Trim,8204.66,0,0,1494,8204.66,1494,159
8/30/2019,Grams,Concentrate,8850.1,0,0,135.5,8850.1,135.5,122
8/26/2021,Pounds,Raw Pre-Rolls,48,0,0,0,48,0,3
6/11/2021,Grams,Kief,3463.67,0,0,134.37,3463.67,134.37,115
12/26/2019,Grams,Shake/Trim (by strain),13948.91,0,0,956,13948.91,956,771
11/17/2019,Each,Infused (non-edible),11849.81,292,11849.81,0,0,292,252
4/14/2023,Milligrams,Infused Pre-Rolls,125,0,0,5000,125,5000,5
2/11/2023,Each,Immature Plants,835.01,26,835.01,0,0,26,21
4/24/2021,Each,Infused (edible),670949.19,25526,670949.19,0,0,25526,20192
2/15/2022,Each,Concentrate (Each),207396,4355,207396,0,0,4355,3832
12/14/2020,Grams,Infused Pre-Rolls,4156,0,0,171.35,4156,171.35,125
3/15/2020,Grams,Shake/Trim (by strain),13252.6,0,0,806,13252.6,806,761
7/25/2023,Each,Vape Product,734380.73,21642,734380.73,0,0,21642,19289
12/5/2021,Milligrams,Raw Pre-Rolls,100.05,0,0,7500,100.05,7500,8
5/5/2019,Grams,Concentrate (Each),600,0,0,10,600,10,10
6/25/2019,Grams,Shake/Trim (by strain),2730,0,0,188,2730,188,175
5/18/2019,Grams,Shake/Trim,2046.89,0,0,157.5,2046.89,157.5,34
1/18/2022,Grams,Infused Pre-Rolls,28964.82,0,0,998.45,28964.82,998.45,883
2/9/2020,Grams,Raw Pre-Rolls,171548.69,0,0,11186.85,171548.69,11186.85,8633
5/27/2021,Each,Concentrate (Each),230870.51,4199,230870.51,0,0,4199,3865
8/30/2020,Grams,Shake/Trim (by strain),7526.25,0,0,503,7526.25,503,431
12/2/2022,Grams,Buds,2014420.92,0,0,288784.14,2014420.92,288784.14,46704
10/12/2022,Milligrams,Kief,30,0,0,1000,30,1000,1
12/19/2022,Grams,Kief,3120.24,0,0,158.16,3120.24,158.16,125
11/11/2020,Each,Vape Product,443089.29,7547,443089.29,0,0,7547,6482
6/28/2020,Each,Vape Product,347686.35,5827.4,347686.35,0,0,5827.4,4917
8/5/2019,Each,Infused (non-edible),93055.82,1836,93055.82,0,0,1836,1523
12/15/2021,Each,Suppository,300,3,300,0,0,3,3
8/19/2021,Grams,Infused Pre-Rolls,18190.92,0,0,618.81,18190.92,618.81,547
5/25/2023,Each,Infused Beverage,50562.77,7082,50562.77,0,0,7082,3367
1/31/2019,Grams,Concentrate,2931,0,0,44.5,2931,44.5,56
11/4/2021,Grams,Shake/Trim,2940.08,0,0,412.5,2940.08,412.5,38
7/14/2021,Each,Concentrate (Each),240730.88,4621,240730.88,0,0,4621,4248
8/7/2020,Each,Infused (non-edible),12573.07,325,12573.07,0,0,325,273
2/27/2020,Grams,Buds,826355.22,0,0,56609.91,826355.22,56609.91,17599
9/24/2021,Milligrams,Raw Pre-Rolls,25.5,0,0,1500,25.5,1500,3
3/7/2023,Grams,Raw Pre-Rolls,584667.29,0,0,63228.85,584667.29,63228.85,37270
