UnitOfMeasureName,SaleDate,ProductCategoryName,TotalPrice,CountBasedTotal,DollarCountBasedTotal,WeightBasedTotal,DollarWeightBasedTotal,Quantity,Units
Grams,7/27/2023,Concentrate,120,0,0,2,120,2,2
Each,7/27/2023,Concentrate (Each),606.71,20,606.71,0,0,20,19
Grams,7/29/2023,Raw Pre-Rolls,2152.4,0,0,250.75,2152.4,250.75,89
Grams,7/24/2023,Raw Pre-Rolls,379.2,0,0,33.5,379.2,33.5,22
Each,7/28/2023,Infused (non-edible),384.93,7,384.93,0,0,7,5
Each,7/29/2023,Infused Beverage,507,56,507,0,0,56,39
Each,7/24/2023,Infused Beverage,26.45,4,26.45,0,0,4,3
Grams,7/26/2023,Raw Pre-Rolls,6205.13,0,0,687.5,6205.13,687.5,298
Each,7/27/2023,Infused (edible),13490.25,708,13490.25,0,0,708,554
Each,7/29/2023,Infused (non-edible),50,2,50,0,0,2,1
Each,7/28/2023,Infused (edible),3965.2,174,3965.2,0,0,174,137
Grams,7/27/2023,Infused Pre-Rolls,66,0,0,4,66,4,3
Grams,7/29/2023,Shake/Trim,108,0,0,8,108,8,4
Grams,7/27/2023,Buds,475.02,0,0,54.5,475.02,54.5,17
Grams,7/27/2023,Buds,165,0,0,28,165,28,2
Each,7/27/2023,Vape Product,9493.74,293,9493.74,0,0,293,271
Each,7/27/2023,Infused (edible),3099.04,144,3099.04,0,0,144,107
Each,7/30/2023,Infused (edible),2041,103,2041,0,0,103,67
Each,7/26/2023,Infused (edible),660,29,660,0,0,29,21
Grams,7/27/2023,Infused Pre-Rolls,175,0,0,5.7,175,5.7,5
Grams,7/26/2023,Buds,13286.9,0,0,2775.5,13286.9,2775.5,335
Each,7/30/2023,Infused (non-edible),100,2,100,0,0,2,1
Each,7/28/2023,Vape Product,12209.75,574,12209.75,0,0,574,521
Each,7/24/2023,Infused (non-edible),11,1,11,0,0,1,1
Each,7/24/2023,Infused Beverage,97.98,21,97.98,0,0,21,16
Grams,7/28/2023,Buds,1410.74,0,0,337.5,1410.74,337.5,87
Each,7/25/2023,Vape Product,1531,54,1531,0,0,54,45
Each,7/24/2023,Vape Product,5647.49,171,5647.49,0,0,171,154
Grams,7/29/2023,Shake/Trim,2384.1,0,0,924,2384.1,924,70
Each,7/30/2023,Concentrate (Each),230,6,230,0,0,6,6
Grams,7/25/2023,Concentrate,930,0,0,31,930,31,11
Each,7/29/2023,Concentrate (Each),329,7,329,0,0,7,7
Each,7/24/2023,Infused Beverage,77,11,77,0,0,11,6
Grams,7/27/2023,Infused Pre-Rolls,290.4,0,0,13.45,290.4,13.45,11
Grams,7/26/2023,Shake/Trim,118,0,0,28,118,28,2
Each,7/25/2023,Vape Product,1010.02,24,1010.02,0,0,24,23
Each,7/26/2023,Vape Product,1760.43,51,1760.43,0,0,51,45
Each,7/27/2023,Infused Beverage,55.9,11,55.9,0,0,11,9
Grams,7/29/2023,Shake/Trim,1904.4,0,0,560,1904.4,560,73
Grams,7/24/2023,Buds,1520.3,0,0,245,1520.3,245,49
Each,7/25/2023,Vape Product,4218.72,170,4218.72,0,0,170,145
Grams,7/26/2023,Raw Pre-Rolls,2544.43,0,0,339,2544.43,339,231
Each,7/30/2023,Infused Beverage,115.81,23,115.81,0,0,23,16
Grams,7/26/2023,Infused Pre-Rolls,102.05,0,0,11,102.05,11,6
Each,7/29/2023,Infused (edible),2417.32,142,2417.32,0,0,142,113
Each,7/25/2023,Infused (non-edible),83.25,2,83.25,0,0,2,2
Grams,7/25/2023,Raw Pre-Rolls,1955.71,0,0,139.7,1955.71,139.7,86
Each,7/26/2023,Vape Product,2045.77,82,2045.77,0,0,82,49
Each,7/24/2023,Concentrate (Each),171.67,9,171.67,0,0,9,7
Each,7/27/2023,Infused (edible),402.62,17,402.62,0,0,17,17
Grams,7/27/2023,Raw Pre-Rolls,258.2,0,0,26.2,258.2,26.2,20
Grams,7/24/2023,Raw Pre-Rolls,1601.44,0,0,170.75,1601.44,170.75,119
Grams,7/28/2023,Shake/Trim (by strain),3390,0,0,1624,3390,1624,58
Each,7/25/2023,Concentrate (Each),30,1,30,0,0,1,1
Grams,7/30/2023,Infused Pre-Rolls,141.6,0,0,8.7,141.6,8.7,7
Grams,7/28/2023,Buds,2827.15,0,0,295,2827.15,295,75
Each,7/26/2023,Infused (edible),2930.6,138,2930.6,0,0,138,101
Grams,7/29/2023,Shake/Trim (by strain),360,0,0,84,360,84,11
Each,7/28/2023,Infused (non-edible),62.75,2,62.75,0,0,2,2
Each,7/25/2023,Concentrate (Each),245,6,245,0,0,6,5
Grams,7/25/2023,Infused Pre-Rolls,388,0,0,18,388,18,16
Each,7/25/2023,Vape Product,5215,146,5215,0,0,146,135
Grams,7/26/2023,Raw Pre-Rolls,3052.71,0,0,316,3052.71,316,200
Grams,7/24/2023,Infused Pre-Rolls,220.05,0,0,115.75,220.05,115.75,24
Grams,7/27/2023,Buds,2578,0,0,245,2578,245,55
Each,7/28/2023,Infused Beverage,5,1,5,0,0,1,1
Grams,7/26/2023,Kief,30,0,0,1,30,1,1
Grams,7/28/2023,Raw Pre-Rolls,4554.3,0,0,404.5,4554.3,404.5,234
Each,7/28/2023,Infused Beverage,297.4,163,297.4,0,0,163,40
Grams,7/27/2023,Shake/Trim,675,0,0,126,675,126,9
Grams,7/28/2023,Buds,2318,0,0,385,2318,385,53
Grams,7/24/2023,Shake/Trim (by strain),295,0,0,63,295,63,3
Each,7/28/2023,Infused (edible),835,36,835,0,0,36,30
Each,7/26/2023,Concentrate (Each),1393.25,57,1393.25,0,0,57,47
Each,7/29/2023,Infused Beverage,22,1,22,0,0,1,1
Grams,7/29/2023,Kief,30,0,0,1,30,1,1
Each,7/25/2023,Infused (edible),374.21,27,374.21,0,0,27,21
Each,7/24/2023,Infused (edible),459,18,459,0,0,18,14
Grams,7/26/2023,Raw Pre-Rolls,3498.93,0,0,238.5,3498.93,238.5,150
Each,7/29/2023,Infused (non-edible),291.65,5,291.65,0,0,5,4
Grams,7/25/2023,Buds,7596.91,0,0,1007.4,7596.91,1007.4,191
Grams,7/25/2023,Shake/Trim,300,0,0,56,300,56,8
Each,7/30/2023,Infused (edible),382,21,382,0,0,21,16
Grams,7/25/2023,Infused Pre-Rolls,0.01,0,0,2.5,0.01,2.5,1
Grams,7/26/2023,Shake/Trim (by strain),1208.37,0,0,378,1208.37,378,52
Each,7/28/2023,Infused Beverage,306,115,306,0,0,115,45
Grams,7/27/2023,Raw Pre-Rolls,14238.92,0,0,1034.55,14238.92,1034.55,871
Each,7/29/2023,Vape Product,916.08,43,916.08,0,0,43,39
Each,7/28/2023,Infused (edible),2465.49,182,2465.49,0,0,182,130
Grams,7/24/2023,Shake/Trim,198.45,0,0,42,198.45,42,6
Grams,7/30/2023,Concentrate,210,0,0,6,210,6,2
Each,7/29/2023,Concentrate (Each),492,12,492,0,0,12,13
Each,7/27/2023,Concentrate (Each),762,15,762,0,0,15,14
Grams,7/27/2023,Shake/Trim (by strain),164.2,0,0,35,164.2,35,4
Each,7/30/2023,Concentrate (Each),375.01,11,375.01,0,0,11,7
Grams,7/28/2023,Raw Pre-Rolls,768.92,0,0,71,768.92,71,56
Each,7/29/2023,Vape Product,16994,442,16994,0,0,442,364
Grams,7/28/2023,Raw Pre-Rolls,708.03,0,0,56.75,708.03,56.75,34
Grams,7/28/2023,Buds,7707.87,0,0,1074.5,7707.87,1074.5,165
Grams,7/26/2023,Kief,64,0,0,2,64,2,2
Each,7/24/2023,Infused Beverage,94.7,15,94.7,0,0,15,10
Each,7/24/2023,Infused (non-edible),75,3,75,0,0,3,1
Grams,7/26/2023,Raw Pre-Rolls,3175.48,0,0,242.9,3175.48,242.9,188
Each,7/30/2023,Concentrate (Each),569.36,16,569.36,0,0,16,16
Grams,7/25/2023,Raw Pre-Rolls,2544.32,0,0,394,2544.32,394,192
Grams,7/30/2023,Raw Pre-Rolls,801.98,0,0,137,801.98,137,100
Grams,7/28/2023,Shake/Trim (by strain),200,0,0,35,200,35,5
Grams,7/27/2023,Buds,5184.99,0,0,539.5,5184.99,539.5,101
Each,7/24/2023,Concentrate (Each),461.75,15,461.75,0,0,15,15
Each,7/25/2023,Vape Product,390,14,390,0,0,14,14
Grams,7/26/2023,Infused Pre-Rolls,36,0,0,2,36,2,2
Each,7/28/2023,Concentrate (Each),139,4,139,0,0,4,4
Each,7/26/2023,Infused (non-edible),45,1,45,0,0,1,1
Each,7/30/2023,Infused (edible),1381.12,64,1381.12,0,0,64,54
Grams,7/24/2023,Raw Pre-Rolls,3500.42,0,0,327.6,3500.42,327.6,218
Each,7/29/2023,Vape Product,2929.04,56,2929.04,0,0,56,50
Each,7/29/2023,Infused Beverage,1039.11,80,1039.11,0,0,80,60
Each,7/28/2023,Infused (edible),2227.94,201,2227.94,0,0,201,147
Grams,7/24/2023,Raw Pre-Rolls,738,0,0,46.75,738,46.75,22
Grams,7/25/2023,Raw Pre-Rolls,1446.1,0,0,177.2,1446.1,177.2,59
Milligrams,7/30/2023,Concentrate,170,0,0,4000,170,4000,4
Each,7/30/2023,Infused (edible),1137.09,73,1137.09,0,0,73,58
Grams,7/29/2023,Buds,2296,0,0,197,2296,197,31
Grams,7/26/2023,Buds,9484.22,0,0,1302.5,9484.22,1302.5,230
Each,7/24/2023,Infused (edible),3848.63,212,3848.63,0,0,212,130
Grams,7/25/2023,Raw Pre-Rolls,2549.61,0,0,228.7,2549.61,228.7,166
Grams,7/28/2023,Infused Pre-Rolls,124,0,0,4.6,124,4.6,6
Grams,7/30/2023,Infused Pre-Rolls,271.85,0,0,12.5,271.85,12.5,11
Grams,7/24/2023,Shake/Trim,1447.5,0,0,280,1447.5,280,19
Each,7/25/2023,Concentrate (Each),1188.5,42,1188.5,0,0,42,32
Grams,7/28/2023,Concentrate,200,0,0,4,200,4,4
Grams,7/27/2023,Buds,3151.3,0,0,388.5,3151.3,388.5,101
Grams,7/28/2023,Infused Pre-Rolls,125,0,0,5.25,125,5.25,5
Each,7/26/2023,Infused (edible),243.32,17,243.32,0,0,17,14
Each,7/28/2023,Infused Beverage,60.62,15,60.62,0,0,15,8
Each,7/26/2023,Infused (edible),284.03,15,284.03,0,0,15,9
Each,7/24/2023,Concentrate (Each),1124,18,1124,0,0,18,18
Each,7/26/2023,Vape Product,4162.8,118,4162.8,0,0,118,109
Each,7/30/2023,Infused (edible),993.39,47,993.39,0,0,47,38
Each,7/27/2023,Vape Product,13604.95,440,13604.95,0,0,440,396
Grams,7/29/2023,Buds,7947.18,0,0,1603,7947.18,1603,175
Grams,7/24/2023,Kief,15,0,0,0.5,15,0.5,1
Each,7/28/2023,Infused (edible),1631.7,73,1631.7,0,0,73,58
Grams,7/29/2023,Shake/Trim (by strain),277.5,0,0,84,277.5,84,6
Each,7/25/2023,Infused (edible),1942.33,93,1942.33,0,0,93,80
Grams,7/27/2023,Infused Pre-Rolls,314.65,0,0,20.5,314.65,20.5,29
Grams,7/24/2023,Infused Pre-Rolls,175,0,0,2.47,175,2.47,7
Each,7/26/2023,Concentrate (Each),265,8,265,0,0,8,5
Each,7/24/2023,Infused (edible),97.2,4,97.2,0,0,4,4
Grams,7/26/2023,Concentrate,100,0,0,2,100,2,1
Grams,7/29/2023,Buds,1176.38,0,0,119,1176.38,119,31
Grams,7/25/2023,Raw Pre-Rolls,1551.5,0,0,160.25,1551.5,160.25,110
Each,7/30/2023,Infused (edible),363.35,24,363.35,0,0,24,23
Each,7/30/2023,Vape Product,2841.01,65,2841.01,0,0,65,62
Grams,7/26/2023,Shake/Trim,186,0,0,13,186,13,6
Each,7/29/2023,Infused Beverage,154.27,33,154.27,0,0,33,23
Each,7/28/2023,Infused (edible),4776.2,220,4776.2,0,0,220,171
Each,7/30/2023,Concentrate (Each),275.5,9,275.5,0,0,9,8
Each,7/27/2023,Infused (non-edible),175,5,175,0,0,5,5
Grams,7/30/2023,Shake/Trim (by strain),240,0,0,42,240,42,6
Each,7/25/2023,Vape Product,8241.53,314,8241.53,0,0,314,273
Grams,7/25/2023,Buds,1161.59,0,0,141,1161.59,141,29
Grams,7/25/2023,Kief,30,0,0,1,30,1,1
Grams,7/29/2023,Raw Pre-Rolls,7570.98,0,0,727.5,7570.98,727.5,487
Each,7/26/2023,Infused (non-edible),25,1,25,0,0,1,1
Each,7/26/2023,Concentrate (Each),1175,22,1175,0,0,22,21
Each,7/26/2023,Concentrate (Each),150,4,150,0,0,4,4
Grams,7/28/2023,Infused Pre-Rolls,150,0,0,2,150,2,3
Each,7/28/2023,Infused (non-edible),212,4,212,0,0,4,4
Each,7/26/2023,Vape Product,1472,32,1472,0,0,32,31
Grams,7/29/2023,Concentrate,80,0,0,3.5,80,3.5,1
Grams,7/26/2023,Concentrate,1617.5,0,0,55.5,1617.5,55.5,29
Grams,7/29/2023,Shake/Trim,1165,0,0,224,1165,224,32
Grams,7/25/2023,Raw Pre-Rolls,4382.17,0,0,483.5,4382.17,483.5,218
Each,7/30/2023,Concentrate (Each),140,2,140,0,0,2,1
Grams,7/29/2023,Shake/Trim,236,0,0,56,236,56,4
Grams,7/26/2023,Shake/Trim,35,0,0,7,35,7,1
Grams,7/27/2023,Infused Pre-Rolls,135,0,0,6.7,135,6.7,5
Each,7/26/2023,Infused (non-edible),32,1,32,0,0,1,1
Grams,7/27/2023,Infused Pre-Rolls,0.01,0,0,1,0.01,1,1
Each,7/27/2023,Concentrate (Each),1044.01,26,1044.01,0,0,26,24
Each,7/24/2023,Concentrate (Each),664,16,664,0,0,16,14
Grams,7/30/2023,Buds,191.67,0,0,31.5,191.67,31.5,3
Grams,7/28/2023,Raw Pre-Rolls,2277.05,0,0,247.65,2277.05,247.65,194
Each,7/24/2023,Infused (edible),255,13,255,0,0,13,11
Grams,7/25/2023,Buds,12053,0,0,1981,12053,1981,268
Grams,7/30/2023,Buds,611.01,0,0,74,611.01,74,21
Grams,7/25/2023,Infused Pre-Rolls,95,0,0,2.5,95,2.5,4
Each,7/30/2023,Infused (edible),819.11,55,819.11,0,0,55,35
Each,7/25/2023,Infused (edible),516,24,516,0,0,24,17
Each,7/26/2023,Infused Beverage,299,30,299,0,0,30,20
Grams,7/28/2023,Infused Pre-Rolls,100,0,0,3.7,100,3.7,4
Grams,7/26/2023,Raw Pre-Rolls,1260.5,0,0,146.5,1260.5,146.5,85
Each,7/27/2023,Concentrate (Each),602,14,602,0,0,14,12
Each,7/27/2023,Infused (non-edible),676,10,676,0,0,10,4
Each,7/24/2023,Vape Product,1873.5,47,1873.5,0,0,47,44
Each,7/24/2023,Seeds,26.25,1,26.25,0,0,1,1
Grams,7/25/2023,Infused Pre-Rolls,25.01,0,0,2,25.01,2,2
Grams,7/27/2023,Raw Pre-Rolls,2267.05,0,0,194.3,2267.05,194.3,128
Grams,7/25/2023,Raw Pre-Rolls,2426.4,0,0,207,2426.4,207,121
Grams,7/26/2023,Raw Pre-Rolls,7009.51,0,0,825,7009.51,825,626
Each,7/27/2023,Infused Beverage,275.5,39,275.5,0,0,39,25
Grams,7/27/2023,Shake/Trim (by strain),30,0,0,7,30,7,1
Grams,7/29/2023,Raw Pre-Rolls,4202.42,0,0,382,4202.42,382,223
Grams,7/29/2023,Raw Pre-Rolls,9656.56,0,0,1095,9656.56,1095,752
Grams,7/28/2023,Buds,10414.84,0,0,1877,10414.84,1877,268
Grams,7/30/2023,Buds,2657,0,0,286.5,2657,286.5,59
Each,7/30/2023,Infused Beverage,378.98,41,378.98,0,0,41,21
Each,7/24/2023,Infused Beverage,77,11,77,0,0,11,7
Each,7/27/2023,Infused (non-edible),175.01,4,175.01,0,0,4,4
Each,7/29/2023,Infused (non-edible),40,2,40,0,0,2,2
Each,7/28/2023,Infused Beverage,49.3,8,49.3,0,0,8,6
Grams,7/25/2023,Buds,986.25,0,0,112,986.25,112,26
Each,7/27/2023,Vape Product,5151.94,136,5151.94,0,0,136,123
Grams,7/26/2023,Shake/Trim,100,0,0,28,100,28,1
Each,7/26/2023,Immature Plants,391,8,391,0,0,8,7
Grams,7/28/2023,Shake/Trim (by strain),450,0,0,119,450,119,5
Each,7/26/2023,Infused Beverage,355.8,24,355.8,0,0,24,20
Each,7/26/2023,Concentrate (Each),1580,55,1580,0,0,55,53
Grams,7/26/2023,Shake/Trim (by strain),239.92,0,0,56,239.92,56,8
Each,7/26/2023,Concentrate (Each),530,11,530,0,0,11,11
Grams,7/29/2023,Concentrate,110,0,0,3.5,110,3.5,1
Each,7/30/2023,Vape Product,1269,27,1269,0,0,27,22
Each,7/30/2023,Infused (edible),1211,92,1211,0,0,92,61
Grams,7/30/2023,Shake/Trim (by strain),810,0,0,168,810,168,13
Grams,7/24/2023,Buds,2170,0,0,263.5,2170,263.5,58
Each,7/30/2023,Vape Product,718,28,718,0,0,28,26
Each,7/24/2023,Infused Beverage,54,11,54,0,0,11,8
Grams,7/26/2023,Raw Pre-Rolls,2455.98,0,0,291.5,2455.98,291.5,173
Each,7/30/2023,Infused (edible),1836.21,132,1836.21,0,0,132,99
Grams,7/24/2023,Infused Pre-Rolls,254.96,0,0,13.2,254.96,13.2,12
Grams,7/28/2023,Infused Pre-Rolls,490.91,0,0,24.68,490.91,24.68,20
Grams,7/28/2023,Raw Pre-Rolls,415.94,0,0,61.5,415.94,61.5,37
Grams,7/28/2023,Raw Pre-Rolls,415,0,0,31.5,415,31.5,21
Each,7/24/2023,Infused (edible),510.08,27,510.08,0,0,27,24
Each,7/25/2023,Vape Product,1405,40,1405,0,0,40,33
Each,7/27/2023,Infused (edible),485,18,485,0,0,18,13
Each,7/30/2023,Infused Beverage,77,4,77,0,0,4,3
Each,7/24/2023,Concentrate (Each),90.01,3,90.01,0,0,3,3
Grams,7/25/2023,Buds,1734.44,0,0,265.86,1734.44,265.86,39
Each,7/24/2023,Concentrate (Each),134,13,134,0,0,13,5
Each,7/30/2023,Infused (edible),1082.24,57,1082.24,0,0,57,43
Each,7/28/2023,Concentrate (Each),65,2,65,0,0,2,2
Each,7/24/2023,Vape Product,1212.5,37,1212.5,0,0,37,36
Grams,7/25/2023,Buds,7724.85,0,0,956,7724.85,956,174
Grams,7/26/2023,Buds,11822.5,0,0,1117.5,11822.5,1117.5,230
Each,7/24/2023,Infused (edible),276,13,276,0,0,13,12
Each,7/29/2023,Concentrate (Each),429.19,9,429.19,0,0,9,8
Grams,7/25/2023,Raw Pre-Rolls,637,0,0,60.75,637,60.75,44
Grams,7/24/2023,Buds,13766.26,0,0,2746.77,13766.26,2746.77,348
Grams,7/29/2023,Shake/Trim,1135,0,0,322,1135,322,40
Each,7/30/2023,Infused (edible),2095,119,2095,0,0,119,88
Grams,7/28/2023,Concentrate,0.02,0,0,2,0.02,2,1
Grams,7/30/2023,Infused Pre-Rolls,12.99,0,0,0.5,12.99,0.5,1
Each,7/27/2023,Vape Product,2146,60,2146,0,0,60,63
Grams,7/30/2023,Shake/Trim,1111,0,0,511,1111,511,48
Grams,7/27/2023,Raw Pre-Rolls,1374.8,0,0,162.5,1374.8,162.5,131
Each,7/25/2023,Infused Beverage,74,11,74,0,0,11,9
Each,7/30/2023,Infused Beverage,238,46,238,0,0,46,19
Grams,7/28/2023,Buds,9554.23,0,0,1390,9554.23,1390,213
Each,7/25/2023,Infused (non-edible),81,2,81,0,0,2,2
Each,7/25/2023,Vape Product,1106.51,36,1106.51,0,0,36,35
Grams,7/30/2023,Shake/Trim (by strain),70,0,0,14,70,14,2
Grams,7/29/2023,Infused Pre-Rolls,450,0,0,18,450,18,15
Each,7/28/2023,Infused (edible),8506.2,367,8506.2,0,0,367,290
Each,7/29/2023,Infused Beverage,28.33,1,28.33,0,0,1,1
Grams,7/28/2023,Raw Pre-Rolls,3229.01,0,0,332,3229.01,332,171
Grams,7/24/2023,Shake/Trim (by strain),64,0,0,14,64,14,2
Each,7/26/2023,Infused (non-edible),225,6,225,0,0,6,4
Grams,7/26/2023,Shake/Trim (by strain),2825.03,0,0,1036,2825.03,1036,103
Each,7/26/2023,Vape Product,3161.5,73,3161.5,0,0,73,57
Each,7/28/2023,Infused Beverage,468.5,54,468.5,0,0,54,31
Each,7/27/2023,Infused (edible),145,7,145,0,0,7,7
Grams,7/29/2023,Raw Pre-Rolls,906.25,0,0,83,906.25,83,56
Grams,7/27/2023,Kief,30,0,0,1,30,1,1
Each,7/29/2023,Vape Product,5821.02,205,5821.02,0,0,205,191
Grams,7/26/2023,Buds,6251.43,0,0,1249.5,6251.43,1249.5,196
Each,7/27/2023,Infused Beverage,117.9,24,117.9,0,0,24,8
Each,7/29/2023,Infused (edible),2007.24,260,2007.24,0,0,260,184
Grams,7/27/2023,Buds,889.75,0,0,73,889.75,73,23
Each,7/29/2023,Infused Beverage,299.09,55,299.09,0,0,55,20
Grams,7/27/2023,Buds,928,0,0,70,928,70,15
Each,7/30/2023,Concentrate (Each),20,1,20,0,0,1,1
Each,7/28/2023,Infused (edible),1933.5,86,1933.5,0,0,86,65
Grams,7/24/2023,Buds,1575,0,0,280.4,1575,280.4,46
Each,7/30/2023,Infused Beverage,266.98,43,266.98,0,0,43,10
Each,7/24/2023,Infused Beverage,47.99,7,47.99,0,0,7,4
Each,7/24/2023,Concentrate (Each),60,2,60,0,0,2,2
Grams,7/26/2023,Concentrate,90,0,0,2,90,2,2
Grams,7/30/2023,Buds,4908,0,0,638.5,4908,638.5,125
Grams,7/28/2023,Shake/Trim (by strain),1680,0,0,424,1680,424,29
Each,7/27/2023,Infused Beverage,250.71,45,250.71,0,0,45,14
Grams,7/30/2023,Kief,30,0,0,1,30,1,1
Grams,7/30/2023,Raw Pre-Rolls,526.32,0,0,44.75,526.32,44.75,28
Each,7/30/2023,Vape Product,9244.04,200,9244.04,0,0,200,197
Each,7/30/2023,Vape Product,2292.6,64,2292.6,0,0,64,61
Grams,7/27/2023,Buds,8113.6,0,0,783.5,8113.6,783.5,174
Grams,7/26/2023,Raw Pre-Rolls,3274.34,0,0,280,3274.34,280,173
Each,7/24/2023,Vape Product,741,19,741,0,0,19,17
Each,7/24/2023,Concentrate (Each),780,18,780,0,0,18,18
Each,7/30/2023,Vape Product,595.01,17,595.01,0,0,17,14
Each,7/25/2023,Infused Beverage,217.54,81,217.54,0,0,81,24
Each,7/30/2023,Infused (edible),327,16,327,0,0,16,14
Each,7/28/2023,Vape Product,1963.26,42,1963.26,0,0,42,41
Each,7/28/2023,Infused Beverage,28,4,28,0,0,4,3
Each,7/27/2023,Infused Beverage,48.5,10,48.5,0,0,10,7
Grams,7/29/2023,Concentrate,244.95,0,0,10,244.95,10,5
Each,7/30/2023,Concentrate (Each),1587,27,1587,0,0,27,27
Grams,7/30/2023,Infused Pre-Rolls,1319,0,0,59.56,1319,59.56,39
Grams,7/29/2023,Concentrate,140,0,0,7,140,7,2
Each,7/28/2023,Infused (edible),2331.18,187,2331.18,0,0,187,124
Each,7/29/2023,Infused Beverage,86.2,16,86.2,0,0,16,9
Grams,7/29/2023,Raw Pre-Rolls,3997.17,0,0,312.25,3997.17,312.25,188
Each,7/28/2023,Vape Product,3183.91,105,3183.91,0,0,105,87
Grams,7/25/2023,Raw Pre-Rolls,6091.71,0,0,476.65,6091.71,476.65,275
Each,7/26/2023,Infused (edible),1020.5,57,1020.5,0,0,57,52
Grams,7/30/2023,Buds,890.11,0,0,129.5,890.11,129.5,31
Each,7/25/2023,Infused Beverage,42.58,8,42.58,0,0,8,6
Grams,7/28/2023,Raw Pre-Rolls,7941.98,0,0,909.5,7941.98,909.5,481
Each,7/24/2023,Infused (edible),2360.42,116,2360.42,0,0,116,99
Grams,7/30/2023,Buds,7034.55,0,0,997.5,7034.55,997.5,138
Each,7/30/2023,Vape Product,4882.4,136,4882.4,0,0,136,118
Grams,7/26/2023,Buds,8204.84,0,0,1744,8204.84,1744,176
Grams,7/25/2023,Concentrate,35,0,0,1,35,1,1
Grams,7/28/2023,Buds,1000,0,0,115,1000,115,26
Each,7/26/2023,Vape Product,6261.03,210,6261.03,0,0,210,180
Grams,7/29/2023,Shake/Trim,300,0,0,84,300,84,3
Grams,7/25/2023,Shake/Trim (by strain),425,0,0,77,425,77,11
Each,7/27/2023,Infused (edible),590.5,28,590.5,0,0,28,27
Grams,7/27/2023,Shake/Trim (by strain),820,0,0,154,820,154,19
Grams,7/30/2023,Concentrate,689,0,0,11,689,11,10
Each,7/25/2023,Concentrate (Each),646.02,24,646.02,0,0,24,20
Each,7/29/2023,Infused (edible),5544.83,281,5544.83,0,0,281,216
Each,7/30/2023,Infused (edible),556.6,51,556.6,0,0,51,40
Each,7/29/2023,Concentrate (Each),200,5,200,0,0,5,5
Each,7/30/2023,Infused (edible),742,35,742,0,0,35,28
Each,7/26/2023,Concentrate (Each),695,21,695,0,0,21,18
Grams,7/26/2023,Raw Pre-Rolls,2153.31,0,0,222,2153.31,222,117
Grams,7/25/2023,Shake/Trim (by strain),120,0,0,28,120,28,1
Each,7/30/2023,Infused (edible),460,19,460,0,0,19,15
Each,7/26/2023,Vape Product,2055.53,74,2055.53,0,0,74,65
Each,7/29/2023,Concentrate (Each),785,22,785,0,0,22,20
Each,7/30/2023,Vape Product,4926.8,91,4926.8,0,0,91,78
Each,7/27/2023,Concentrate (Each),835,24,835,0,0,24,18
Each,7/30/2023,Infused Beverage,56.8,5,56.8,0,0,5,5
Each,7/30/2023,Concentrate (Each),188.41,4,188.41,0,0,4,4
Each,7/25/2023,Vape Product,595,17,595,0,0,17,16
Grams,7/30/2023,Buds,8941.08,0,0,1130.5,8941.08,1130.5,263
Grams,7/30/2023,Infused Pre-Rolls,1106,0,0,47,1106,47,45
Each,7/28/2023,Concentrate (Each),556,5,556,0,0,5,5
Each,7/24/2023,Infused (edible),908.75,33,908.75,0,0,33,28
Each,7/26/2023,Concentrate (Each),80,1,80,0,0,1,1
Grams,7/30/2023,Concentrate,49.99,0,0,1,49.99,1,1
Grams,7/27/2023,Buds,2244,0,0,256.5,2244,256.5,60
Each,7/30/2023,Infused Beverage,31,7,31,0,0,7,4
Each,7/26/2023,Infused Beverage,98,10,98,0,0,10,9
Grams,7/28/2023,Buds,53335.25,0,0,15155,53335.25,15155,1968
Each,7/30/2023,Infused (non-edible),25,1,25,0,0,1,1
Grams,7/28/2023,Raw Pre-Rolls,5376.83,0,0,671.5,5376.83,671.5,487
Grams,7/28/2023,Shake/Trim (by strain),1565.6,0,0,557,1565.6,557,47
Each,7/26/2023,Infused Beverage,27,2,27,0,0,2,2
Each,7/27/2023,Vape Product,4103,80,4103,0,0,80,76
Each,7/29/2023,Infused Beverage,472,40,472,0,0,40,19
Each,7/27/2023,Infused (edible),2390.8,178,2390.8,0,0,178,120
Grams,7/29/2023,Buds,376.9,0,0,45.5,376.9,45.5,10
Grams,7/24/2023,Infused Pre-Rolls,65.27,0,0,5.25,65.27,5.25,3
Grams,7/25/2023,Infused Pre-Rolls,140,0,0,7,140,7,6
Each,7/29/2023,Concentrate (Each),305,7,305,0,0,7,7
Grams,7/28/2023,Concentrate,300,0,0,10.5,300,10.5,3
Grams,7/26/2023,Raw Pre-Rolls,1385.26,0,0,121,1385.26,121,111
Grams,7/29/2023,Infused Pre-Rolls,162.5,0,0,7.4,162.5,7.4,5
Each,7/30/2023,Infused (edible),2587.07,139,2587.07,0,0,139,95
Each,7/24/2023,Concentrate (Each),273.2,6,273.2,0,0,6,5
Each,7/24/2023,Infused (non-edible),40,1,40,0,0,1,1
Each,7/25/2023,Vape Product,455,27,455,0,0,27,21
Grams,7/30/2023,Buds,1233.76,0,0,159.6,1233.76,159.6,48
Each,7/26/2023,Infused Beverage,259,43,259,0,0,43,15
Grams,7/30/2023,Buds,302,0,0,35,302,35,9
Grams,7/24/2023,Buds,14422.87,0,0,2244.5,14422.87,2244.5,339
Each,7/29/2023,Vape Product,2225,80,2225,0,0,80,68
