SALE_PERIOD,TOTAL_$,PRODUCT_CATEGORY,UNIT_OF_MEASURE,TOTAL_UNITS,CCC Last Updated,CountBasedTotal,DollarCountBasedTotal,DollarWeightBasedTotal,Quantity,WeightBasedTotal
2023-04-21,721.66,Raw Pre-Rolls,Grams,57,4/24/2023,,0,721.66,107,107
2023-04-17,3413.06,Infused (edible),Each,181,4/24/2023,,3413.06,0,270,0
2023-04-18,750,Shake/Trim (by strain),Grams,23,4/24/2023,,0,750,175,175
2023-04-19,412.5,Shake/Trim (by strain),Grams,13,4/24/2023,,0,412.5,98,98
2023-04-17,3568.44,Buds,Grams,84,4/24/2023,,0,3568.44,345,345
2023-04-17,2721,Vape Product,Each,50,4/24/2023,,2721,0,54,0
2023-04-18,1025,Vape Product,Each,21,4/24/2023,,1025,0,21,0
2023-04-19,185,Infused Pre-Rolls,Grams,8,4/24/2023,,0,185,8.85,8.85
2023-04-21,3332,Raw Pre-Rolls,Grams,110,4/24/2023,,0,3332,270.25,270.25
2023-04-21,212,Shake/Trim,Grams,3,4/24/2023,,0,212,35,35
2023-04-23,20,Shake/Trim (by strain),Grams,2,4/24/2023,,0,20,1,1
2023-04-20,5250.05,Infused (edible),Each,239,4/24/2023,,5250.05,0,302,0
2018-11-20 -2023-04-16,11401.26,Concentrate,Milligrams,220,4/24/2023,0,0,11401.26,221000,221000
2023-04-22,3610.8,Vape Product,Each,107,4/24/2023,,3610.8,0,122,0
2023-04-21,115,Infused Pre-Rolls,Grams,5,4/24/2023,,0,115,5.35,5.35
2018-11-20 -2023-04-16,14947447.85,Buds,Grams,365869,4/24/2023,0,0,14947447.85,1355612.4,1355612.4
2023-04-18,617,Buds,Grams,25,4/24/2023,,0,617,62.59,62.59
2023-04-22,260,Concentrate,Grams,3,4/24/2023,,0,260,8,8
2018-11-20 -2023-04-16,546216.29,Concentrate,Each,6959,4/24/2023,7547,546216.29,0,7547,0
2023-04-20,911,Infused (edible),Each,40,4/24/2023,,911,0,44,0
2018-11-20 -2023-04-16,6958479.15,Vape Product,Each,112706,4/24/2023,130849,6958479.15,0,135992,0
2023-04-23,3170.06,Buds,Grams,83,4/24/2023,,0,3170.06,52567.9,52567.9
2018-11-20 -2023-04-16,705,Infused Pre-Rolls,Grams,23,4/24/2023,0,0,705,30,30
2023-04-22,1920,Vape Product,Each,25,4/24/2023,,1920,0,32,0
2018-11-20 -2023-04-16,6071,Infused Beverage,Each,342,4/24/2023,284,6071,0,526,0
2023-04-17,1675.44,Buds,Grams,46,4/24/2023,,0,1675.44,183,183
2023-04-22,30,Kief,Grams,1,4/24/2023,,0,30,1,1
2023-04-19,45,Infused (non-edible),Each,1,4/24/2023,,45,0,1,0
2023-04-21,40,Infused (edible),Each,3,4/24/2023,,40,0,3,0
2023-04-17,3507.28,Vape Product,Each,90,4/24/2023,,3507.28,0,96,0
2023-04-17,25,Infused Pre-Rolls,Grams,1,4/24/2023,,0,25,1,1
2018-11-20 -2023-04-16,388058,Raw Pre-Rolls,Grams,26957,4/24/2023,0,0,388058,35219.05,35219.05
2023-04-18,331,Infused Beverage,Each,30,4/24/2023,,331,0,44,0
2023-04-22,40,Infused Pre-Rolls,Grams,2,4/24/2023,,0,40,1.6,1.6
2023-04-21,25,Infused Beverage,Each,3,4/24/2023,,25,0,5,0
2023-04-19,1562.99,Raw Pre-Rolls,Grams,115,4/24/2023,,0,1562.99,137.4,137.4
2023-04-21,4034.6,Vape Product,Each,158,4/24/2023,,4034.6,0,205,0
2023-04-23,505,Shake/Trim (by strain),Grams,10,4/24/2023,,0,505,112,112
2018-11-20 -2023-04-16,489431.06,Infused (edible),Each,16910,4/24/2023,21387,489431.06,0,23531,0
2023-04-19,78.5,Infused Beverage,Each,7,4/24/2023,,78.5,0,12,0
2023-04-18,2120,Raw Pre-Rolls,Grams,136,4/24/2023,,0,2120,219.5,219.5
2023-04-18,169,Infused Beverage,Each,11,4/24/2023,,169,0,30,0
2023-04-19,398,Concentrate,Grams,16,4/24/2023,,0,398,16,16
2023-04-21,2116.59,Buds,Grams,55,4/24/2023,,0,2116.59,234.2,234.2
2023-04-18,6033,Shake/Trim,Grams,146,4/24/2023,,0,6033,2401,2401
2023-04-20,5561,Raw Pre-Rolls,Grams,679,4/24/2023,,0,5561,682.5,682.5
2023-04-22,555,Concentrate (Each),Each,16,4/24/2023,,555,0,18,0
2023-04-19,597.46,Buds,Grams,18,4/24/2023,,0,597.46,66.5,66.5
2018-11-20 -2023-04-16,359362.82,Infused (edible),Each,19394,4/24/2023,20970,359362.82,0,29279,0
2023-04-22,4164.4,Infused (edible),Each,119,4/24/2023,,4164.4,0,160,0
2023-04-20,96.2,Infused Beverage,Each,7,4/24/2023,,96.2,0,9,0
2023-04-22,794.8,Vape Product,Each,25,4/24/2023,,794.8,0,29,0
2023-04-19,235.25,Shake/Trim (by strain),Grams,9,4/24/2023,,0,235.25,52,52
2023-04-22,126,Infused Beverage,Each,18,4/24/2023,,126,0,25,0
2023-04-21,1696.1,Infused (edible),Each,57,4/24/2023,,1696.1,0,91,0
2023-04-20,7676.4,Vape Product,Each,171,4/24/2023,,7676.4,0,187,0
2023-04-21,5153.32,Vape Product,Each,140,4/24/2023,,5153.32,0,145,0
2018-11-20 -2023-04-16,10928.57,Infused (non-edible),Each,373,4/24/2023,349,10928.57,0,398,0
2023-04-22,84,Concentrate (Each),Each,2,4/24/2023,,84,0,2,0
2023-04-22,132,Infused Beverage,Each,8,4/24/2023,,132,0,32,0
2023-04-20,1079.4,Infused Pre-Rolls,Grams,36,4/24/2023,,0,1079.4,40.4,40.4
2023-04-17,1791.43,Concentrate (Each),Each,35,4/24/2023,,1791.43,0,47,0
2018-11-20 -2023-04-16,97897,Kief,Grams,2506,4/24/2023,0,0,97897,2651.5,2651.5
2023-04-18,164,Infused Pre-Rolls,Grams,9,4/24/2023,,0,164,9.15,9.15
2023-04-22,409,Vape Product,Each,12,4/24/2023,,409,0,12,0
2023-04-20,78.82,Concentrate,Grams,2,4/24/2023,,0,78.82,2,2
2023-04-19,108,Infused Pre-Rolls,Grams,6,4/24/2023,,0,108,8.4,8.4
2023-04-17,2008.5,Infused (edible),Each,65,4/24/2023,,2008.5,0,84,0
2018-11-20 -2023-04-16,56406,Shake/Trim,Grams,575,4/24/2023,0,0,56406,15792,15792
2023-04-18,415,Infused Pre-Rolls,Grams,9,4/24/2023,,0,415,21.25,21.25
2023-04-18,2582,Infused (edible),Each,87,4/24/2023,,2582,0,116,0
2023-04-21,316.5,Concentrate,Grams,7,4/24/2023,,0,316.5,8,8
2023-04-18,8175.02,Vape Product,Each,211,4/24/2023,,8175.02,0,229,0
2023-04-19,50,Infused (edible),Each,2,4/24/2023,,50,0,2,0
2023-04-23,6093.08,Raw Pre-Rolls,Grams,379,4/24/2023,,0,6093.08,503.2,503.2
2023-04-19,260.02,Shake/Trim,Grams,5,4/24/2023,,0,260.02,70,70
2018-11-20 -2023-04-16,143261.05,Shake/Trim (by strain),Grams,5540,4/24/2023,0,0,143261.05,14185.25,14185.25
2018-11-20 -2023-04-16,2405946.61,Vape Product,Each,34522,4/24/2023,38185,2405946.61,0,39643,0
2023-04-19,1658.01,Raw Pre-Rolls,Grams,109,4/24/2023,,0,1658.01,134.5,134.5
2023-04-22,42.5,Infused Pre-Rolls,Grams,2,4/24/2023,,0,42.5,1.8,1.8
2023-04-23,2079.25,Infused (edible),Each,80,4/24/2023,,2079.25,0,108,0
2023-04-17,280,Concentrate (Each),Each,9,4/24/2023,,280,0,9,0
2023-04-17,37.25,Infused Beverage,Each,4,4/24/2023,,37.25,0,10,0
2018-11-20 -2023-04-16,1060116.36,Concentrate (Each),Each,23076,4/24/2023,23010,1060116.36,0,24923,0
2018-11-20 -2023-04-16,679344.1,Concentrate (Each),Each,13335,4/24/2023,14843,679344.1,0,15438,0
2018-11-20 -2023-04-16,2073960.82,Infused (edible),Each,90266,4/24/2023,109655,2073960.82,0,116557,0
2023-04-19,1963.2,Raw Pre-Rolls,Grams,97,4/24/2023,,0,1963.2,152.5,152.5
2023-04-22,5485.36,Buds,Grams,145,4/24/2023,,0,5485.36,947.82,947.82
2023-04-21,215,Infused Pre-Rolls,Grams,7,4/24/2023,,0,215,8.4,8.4
2023-04-21,92,Infused Pre-Rolls,Grams,4,4/24/2023,,0,92,5,5
2023-04-17,70,Shake/Trim (by strain),Grams,2,4/24/2023,,0,70,14,14
2023-04-18,1841.7,Buds,Grams,35,4/24/2023,,0,1841.7,409,409
2023-04-18,140.82,Vape Product,Each,3,4/24/2023,,140.82,0,4,0
2023-04-22,1004.73,Concentrate (Each),Each,33,4/24/2023,,1004.73,0,36,0
2018-11-20 -2023-04-16,287635.04,Infused (edible),Each,10322,4/24/2023,10651,287635.04,0,11928,0
2023-04-23,2940,Raw Pre-Rolls,Grams,128,4/24/2023,,0,2940,410,410
2023-04-22,450,Concentrate,Grams,5,4/24/2023,,0,450,15,15
2023-04-20,555,Infused Pre-Rolls,Grams,20,4/24/2023,,0,555,20.6,20.6
2023-04-18,2147.56,Vape Product,Each,44,4/24/2023,,2147.56,0,46,0
2023-04-23,218,Infused Pre-Rolls,Grams,4,4/24/2023,,0,218,10.05,10.05
2023-04-20,1812.5,Vape Product,Each,44,4/24/2023,,1812.5,0,49,0
2023-04-17,455.22,Raw Pre-Rolls,Grams,37,4/24/2023,,0,455.22,58.25,58.25
2023-04-20,6963,Raw Pre-Rolls,Grams,778,4/24/2023,,0,6963,1335.7,1335.7
2023-04-21,1483.6,Raw Pre-Rolls,Grams,107,4/24/2023,,0,1483.6,146.5,146.5
2023-04-17,5941.5,Buds,Grams,139,4/24/2023,,0,5941.5,1298,1298
2023-04-20,1544,Infused (edible),Each,60,4/24/2023,,1544,0,65,0
2018-11-20 -2023-04-16,12011.84,Infused Beverage,Each,1233,4/24/2023,1892,12011.84,0,2252,0
2023-04-18,1015,Vape Product,Each,18,4/24/2023,,1015,0,18,0
2018-11-20 -2023-04-16,6848.5,Shake/Trim,Grams,156,4/24/2023,0,0,6848.5,1246,1246
2018-11-20 -2023-04-16,238457.71,Concentrate (Each),Each,5713,4/24/2023,5919,238457.71,0,6199,0
2018-11-20 -2023-04-16,224962.88,Infused (non-edible),Each,4713,4/24/2023,5254,224962.88,0,5541,0
2023-04-19,3488.27,Raw Pre-Rolls,Grams,372,4/24/2023,,0,3488.27,482.5,482.5
2023-04-19,40,Concentrate (Each),Each,1,4/24/2023,,40,0,1,0
2023-04-22,8463.84,Buds,Grams,259,4/24/2023,,0,8463.84,1153.5,1153.5
2023-04-20,3740.49,Raw Pre-Rolls,Grams,472,4/24/2023,,0,3740.49,748,748
2023-04-17,0.02,Infused Pre-Rolls,Grams,2,4/24/2023,,0,0.02,1.4,1.4
2023-04-21,64.1,Infused Pre-Rolls,Grams,4,4/24/2023,,0,64.1,4,4
2023-04-22,707,Concentrate (Each),Each,13,4/24/2023,,707,0,13,0
2023-04-18,132,Infused Pre-Rolls,Grams,5,4/24/2023,,0,132,5,5
2018-11-20 -2023-04-16,27148.8,Concentrate,Each,366,4/24/2023,399,27148.8,0,399,0
2023-04-19,669.29,Raw Pre-Rolls,Grams,51,4/24/2023,,0,669.29,71.3,71.3
2023-04-20,33.6,Buds,Pounds,1,4/24/2023,,0,33.6,0.01,0.01
2023-04-22,244.93,Shake/Trim (by strain),Grams,6,4/24/2023,,0,244.93,49,49
2023-04-19,50,Concentrate,Grams,1,4/24/2023,,0,50,1,1
2023-04-23,200,Infused Pre-Rolls,Grams,6,4/24/2023,,0,200,8,8
2018-11-20 -2023-04-16,62534.64,Infused Beverage,Each,5208,4/24/2023,8569,62534.64,0,9807,0
2023-04-22,1728.36,Buds,Grams,42,4/24/2023,,0,1728.36,187,187
2023-04-19,80,Shake/Trim (by strain),Grams,2,4/24/2023,,0,80,14,14
2023-04-20,1581.96,Shake/Trim (by strain),Grams,41,4/24/2023,,0,1581.96,255.5,255.5
2023-04-20,235.73,Infused Beverage,Each,20,4/24/2023,,235.73,0,40,0
2023-04-22,50,Infused (non-edible),Each,1,4/24/2023,,50,0,1,0
2023-04-23,4914.5,Buds,Grams,170,4/24/2023,,0,4914.5,1074,1074
2023-04-18,67.5,Infused Beverage,Each,8,4/24/2023,,67.5,0,9,0
2023-04-20,787.03,Vape Product,Each,35,4/24/2023,,787.03,0,36,0
2023-04-20,6202.02,Vape Product,Each,116,4/24/2023,,6202.02,0,147,0
2018-11-20 -2023-04-16,92002.39,Shake/Trim,Grams,1797,4/24/2023,0,0,92002.39,8718.5,8718.5
2023-04-17,1167.5,Concentrate (Each),Each,33,4/24/2023,,1167.5,0,37,0
2023-04-19,1535,Vape Product,Each,28,4/24/2023,,1535,0,35,0
2023-04-22,133,Infused Beverage,Each,8,4/24/2023,,133,0,16,0
2023-04-20,882.01,Concentrate (Each),Each,26,4/24/2023,,882.01,0,28,0
2023-04-23,633.25,Raw Pre-Rolls,Grams,28,4/24/2023,,0,633.25,38.9,38.9
2023-04-18,2674.01,Vape Product,Each,67,4/24/2023,,2674.01,0,73,0
2023-04-20,4985.85,Raw Pre-Rolls,Grams,653,4/24/2023,,0,4985.85,643.9,643.9
2018-11-20 -2023-04-16,320657.81,Infused (edible),Each,11129,4/24/2023,11356,320657.81,0,13362,0
2023-04-22,1095,Concentrate (Each),Each,23,4/24/2023,,1095,0,26,0
2023-04-21,2228.48,Concentrate (Each),Each,40,4/24/2023,,2228.48,0,41,0
2023-04-21,4725.64,Buds,Grams,195,4/24/2023,,0,4725.64,1027.5,1027.5
2023-04-23,25,Infused (non-edible),Each,1,4/24/2023,,25,0,1,0
2023-04-22,180,Concentrate,Grams,3,4/24/2023,,0,180,3.5,3.5
2023-04-23,6823,Infused (edible),Each,235,4/24/2023,,6823,0,325,0
2023-04-17,1174.74,Infused (edible),Each,49,4/24/2023,,1174.74,0,64,0
2023-04-17,1155.36,Infused (edible),Each,53,4/24/2023,,1155.36,0,83,0
2018-11-20 -2023-04-16,64306.73,Infused Beverage,Each,6512,4/24/2023,9887,64306.73,0,11751,0
2023-04-23,3789.1,Raw Pre-Rolls,Grams,341,4/24/2023,,0,3789.1,703.1,703.1
2023-04-21,210,Infused Pre-Rolls,Grams,8,4/24/2023,,0,210,9,9
2023-04-23,330,Infused Pre-Rolls,Grams,17,4/24/2023,,0,330,28.6,28.6
2023-04-18,6.67,Infused Beverage,Each,1,4/24/2023,,6.67,0,1,0
2023-04-23,504,Infused Pre-Rolls,Grams,16,4/24/2023,,0,504,32.4,32.4
2023-04-21,63.93,Infused Beverage,Each,8,4/24/2023,,63.93,0,10,0
2023-04-19,3586.4,Infused (edible),Each,159,4/24/2023,,3586.4,0,210,0
2023-04-21,30,Concentrate,Grams,1,4/24/2023,,0,30,0.5,0.5
2023-04-19,190,Concentrate (Bulk),Grams,2,4/24/2023,,0,190,6,6
2023-04-20,4724,Vape Product,Each,84,4/24/2023,,4724,0,95,0
2023-04-21,1215.06,Vape Product,Each,32,4/24/2023,,1215.06,0,41,0
2023-04-23,1263.02,Vape Product,Each,39,4/24/2023,,1263.02,0,40,0
2023-04-18,2047.28,Buds,Grams,29,4/24/2023,,0,2047.28,201.5,201.5
2023-04-23,57,Infused (non-edible),Each,2,4/24/2023,,57,0,3,0
2023-04-20,180,Shake/Trim,Grams,5,4/24/2023,,0,180,35,35
2023-04-20,264,Concentrate,Grams,9,4/24/2023,,0,264,11,11
2023-04-19,264,Kief,Grams,15,4/24/2023,,0,264,18,18
2023-04-23,513,Concentrate (Each),Each,13,4/24/2023,,513,0,14,0
2023-04-21,100,Shake/Trim (by strain),Grams,3,4/24/2023,,0,100,28,28
2023-04-21,1860.24,Vape Product,Each,70,4/24/2023,,1860.24,0,73,0
2018-11-20 -2023-04-16,1987.36,Infused (non-edible),Each,44,4/24/2023,36,1987.36,0,48,0
2023-04-18,118.9,Infused (edible),Each,5,4/24/2023,,118.9,0,8,0
2023-04-17,20.83,Infused (non-edible),Each,1,4/24/2023,,20.83,0,1,0
2023-04-20,9106.81,Vape Product,Each,285,4/24/2023,,9106.81,0,296,0
2023-04-20,3431.32,Raw Pre-Rolls,Grams,306,4/24/2023,,0,3431.32,392.5,392.5
2018-11-20 -2023-04-16,12664769.09,Vape Product,Each,203087,4/24/2023,226904,12664769.09,0,230455,0
2023-04-22,1487,Infused Pre-Rolls,Grams,59,4/24/2023,,0,1487,76,76
2023-04-22,1312.35,Raw Pre-Rolls,Grams,103,4/24/2023,,0,1312.35,145,145
2023-04-22,535,Concentrate (Each),Each,10,4/24/2023,,535,0,10,0
2023-04-18,905.25,Raw Pre-Rolls,Grams,54,4/24/2023,,0,905.25,83.5,83.5
2023-04-21,30,Concentrate,Grams,1,4/24/2023,,0,30,1,1
2018-11-20 -2023-04-16,305.74,Infused Beverage,Each,51,4/24/2023,138,305.74,0,138,0
2023-04-20,687,Infused Pre-Rolls,Grams,22,4/24/2023,,0,687,28.7,28.7
2023-04-21,2056.85,Infused (edible),Each,110,4/24/2023,,2056.85,0,132,0
2023-04-17,22.49,Infused Beverage,Each,1,4/24/2023,,22.49,0,1,0
2018-11-20 -2023-04-16,655722.3,Raw Pre-Rolls,Grams,32266,4/24/2023,0,0,655722.3,46217.25,46217.25
2023-04-23,32,Infused Beverage,Each,3,4/24/2023,,32,0,4,0
2018-11-20 -2023-04-16,198445.45,Buds,Grams,4088,4/24/2023,0,0,198445.45,15893,15893
2023-04-22,934.62,Infused Pre-Rolls,Grams,15,4/24/2023,,0,934.62,47.5,47.5
2023-04-21,56,Shake/Trim (by strain),Grams,2,4/24/2023,,0,56,14,14
2023-04-23,30,Shake/Trim,Grams,1,4/24/2023,,0,30,7,7
2018-11-20 -2023-04-16,8672.5,Concentrate,Grams,175,4/24/2023,0,0,8672.5,180,180
2018-11-20 -2023-04-16,2506480.07,Vape Product,Each,52276,4/24/2023,50083,2506480.07,0,57528,0
2023-04-21,63,Shake/Trim,Grams,3,4/24/2023,,0,63,21,21
2023-04-23,60,Infused Beverage,Each,8,4/24/2023,,60,0,17,0
2018-11-20 -2023-04-16,21936.12,Buds,Grams,696,4/24/2023,,0,21936.12,2420,2420
2023-04-18,4953.12,Infused (edible),Each,188,4/24/2023,,4953.12,0,240,0
2023-04-18,87,Infused Beverage,Each,2,4/24/2023,,87,0,3,0
2023-04-21,1066.63,Infused Pre-Rolls,Grams,35,4/24/2023,,0,1066.63,55.6,55.6
2023-04-22,1618.74,Raw Pre-Rolls,Grams,105,4/24/2023,,0,1618.74,146.5,146.5
2023-04-20,7783.68,Infused (edible),Each,366,4/24/2023,,7783.68,0,455,0
2023-04-23,320,Infused Pre-Rolls,Grams,11,4/24/2023,,0,320,14.2,14.2
2023-04-19,2060.73,Vape Product,Each,49,4/24/2023,,2060.73,0,54,0
2018-11-20 -2023-04-16,0.01,Kief,Grams,1,4/24/2023,,0,0.01,1,1
2023-04-20,975,Concentrate (Each),Each,22,4/24/2023,,975,0,23,0
2023-04-23,3245.5,Vape Product,Each,86,4/24/2023,,3245.5,0,96,0
2023-04-20,4141.4,Concentrate (Each),Each,125,4/24/2023,,4141.4,0,136,0
2023-04-21,1241.5,Buds,Grams,30,4/24/2023,,0,1241.5,142,142
2018-11-20 -2023-04-16,114126.37,Infused Beverage,Each,10137,4/24/2023,17219,114126.37,0,17828,0
2023-04-21,79,Infused Beverage,Each,8,4/24/2023,,79,0,13,0
2023-04-17,568.8,Raw Pre-Rolls,Grams,39,4/24/2023,,0,568.8,44,44
2023-04-18,336,Infused Beverage,Each,25,4/24/2023,,336,0,60,0
2023-04-23,60,Concentrate (Each),Each,1,4/24/2023,,60,0,1,0
2023-04-18,152,Infused Pre-Rolls,Grams,6,4/24/2023,,0,152,7,7
2018-11-20 -2023-04-16,688764.24,Vape Product,Each,15837,4/24/2023,13872,688764.24,0,17098,0
2023-04-17,605,Vape Product,Each,15,4/24/2023,,605,0,15,0
2018-11-20 -2023-04-16,6539.4,Kief,Grams,194,4/24/2023,0,0,6539.4,198.04,198.04
2023-04-22,240,Concentrate (Each),Each,6,4/24/2023,,240,0,6,0
2023-04-19,2223.79,Infused (edible),Each,86,4/24/2023,,2223.79,0,98,0
2023-04-19,7,Infused Beverage,Each,1,4/24/2023,,7,0,1,0
2023-04-22,6389,Vape Product,Each,121,4/24/2023,,6389,0,123,0
2023-04-22,208.35,Shake/Trim,Grams,5,4/24/2023,,0,208.35,35,35
2018-11-20 -2023-04-16,244825.44,Infused Beverage,Each,14973,4/24/2023,27071,244825.44,0,27776,0
2023-04-23,20,Infused Pre-Rolls,Grams,1,4/24/2023,,0,20,1,1
2018-11-20 -2023-04-16,442636.7,Concentrate (Each),Each,11279,4/24/2023,10770,442636.7,0,12238,0
2018-11-20 -2023-04-16,15491.61,Infused Pre-Rolls,Grams,337,4/24/2023,0,0,15491.61,534.5,534.5
2023-04-19,5808,Buds,Grams,118,4/24/2023,,0,5808,693,693
2023-04-17,575,Concentrate (Each),Each,16,4/24/2023,,575,0,16,0
2023-04-19,420,Infused Pre-Rolls,Grams,17,4/24/2023,,0,420,19.97,19.97
2018-11-20 -2023-04-16,13664,Concentrate,Grams,214,4/24/2023,0,0,13664,218,218
2023-04-21,284.5,Concentrate,Grams,5,4/24/2023,,0,284.5,8.5,8.5
2023-04-19,2513,Infused (edible),Each,82,4/24/2023,,2513,0,112,0
2023-04-22,5123,Buds,Grams,131,4/24/2023,,0,5123,570.5,570.5
2023-04-17,708.33,Concentrate (Each),Each,19,4/24/2023,,708.33,0,19,0
2023-04-21,900,Infused Pre-Rolls,Grams,26,4/24/2023,,0,900,29.25,29.25
2023-04-21,30,Infused (non-edible),Each,1,4/24/2023,,30,0,1,0
2023-04-20,1399.32,Infused (edible),Each,80,4/24/2023,,1399.32,0,94,0
2023-04-20,2691.33,Raw Pre-Rolls,Grams,224,4/24/2023,,0,2691.33,300,300
2023-04-17,5608.32,Infused (edible),Each,245,4/24/2023,,5608.32,0,288,0
2023-04-21,230,Concentrate (Each),Each,7,4/24/2023,,230,0,7,0
2023-04-21,269,Infused Beverage,Each,21,4/24/2023,,269,0,36,0
2023-04-18,956.25,Infused Pre-Rolls,Grams,35,4/24/2023,,0,956.25,52.8,52.8
2023-04-17,240,Infused Pre-Rolls,Grams,13,4/24/2023,,0,240,25.6,25.6
2023-04-20,496.57,Infused Beverage,Each,106,4/24/2023,,496.57,0,155,0
2018-11-20 -2023-04-16,1265,Kief,Milligrams,42,4/24/2023,0,0,1265,26000,26000
2023-04-22,20878.85,Infused (edible),Each,607,4/24/2023,,20878.85,0,786,0
2023-04-20,1351.5,Infused Pre-Rolls,Grams,86,4/24/2023,,0,1351.5,97.5,97.5
2023-04-17,30,Kief,Grams,1,4/24/2023,,0,30,1,1
2023-04-22,2389.07,Buds,Grams,77,4/24/2023,,0,2389.07,369.5,369.5
2023-04-19,149,Raw Pre-Rolls,Grams,9,4/24/2023,,0,149,14,14
2023-04-22,4640.45,Raw Pre-Rolls,Grams,283,4/24/2023,,0,4640.45,442.5,442.5
2023-04-21,0.43,Immature Plants,Each,5,4/24/2023,,0.43,0,43,0
2018-11-20 -2023-04-16,7269.5,Concentrate,Grams,128,4/24/2023,0,0,7269.5,70.5,70.5
2023-04-18,60,Concentrate (Bulk),Grams,1,4/24/2023,,0,60,1,1
2023-04-21,350,Infused Pre-Rolls,Grams,14,4/24/2023,,0,350,14,14
2023-04-20,528,Vape Product,Each,11,4/24/2023,,528,0,11,0
2023-04-17,315,Concentrate,Grams,3,4/24/2023,,0,315,7,7
2023-04-18,3876.05,Buds,Grams,77,4/24/2023,,0,3876.05,533.5,533.5
2023-04-22,1173,Raw Pre-Rolls,Grams,59,4/24/2023,,0,1173,97.5,97.5
2023-04-23,380,Raw Pre-Rolls,Grams,17,4/24/2023,,0,380,29.5,29.5
2023-04-23,56,Infused Beverage,Each,4,4/24/2023,,56,0,8,0
2023-04-22,6932.5,Buds,Grams,172,4/24/2023,,0,6932.5,955.5,955.5
2023-04-21,176,Infused Pre-Rolls,Grams,7,4/24/2023,,0,176,10.25,10.25
2018-11-20 -2023-04-16,128958.33,Infused Pre-Rolls,Grams,3967,4/24/2023,0,0,128958.33,4041.08,4041.08
2023-04-21,3028.28,Infused (edible),Each,106,4/24/2023,,3028.28,0,120,0
2023-04-19,2965.2,Infused (edible),Each,121,4/24/2023,,2965.2,0,147,0
2023-04-20,1706.93,Raw Pre-Rolls,Grams,124,4/24/2023,,0,1706.93,145.8,145.8
2023-04-18,51.4,Infused Beverage,Each,6,4/24/2023,,51.4,0,9,0
2023-04-18,13019.27,Raw Pre-Rolls,Grams,989,4/24/2023,,0,13019.27,1293.5,1293.5
2023-04-20,136,Infused (edible),Each,6,4/24/2023,,136,0,6,0
2023-04-17,556,Raw Pre-Rolls,Grams,38,4/24/2023,,0,556,57.25,57.25
2023-04-22,1565.16,Raw Pre-Rolls,Grams,88,4/24/2023,,0,1565.16,136.5,136.5
2023-04-22,300,Shake/Trim,Grams,6,4/24/2023,,0,300,84,84
2023-04-22,224,Infused Pre-Rolls,Grams,7,4/24/2023,,0,224,10,10
2023-04-21,529,Infused (edible),Each,20,4/24/2023,,529,0,21,0
2018-11-20 -2023-04-16,32460.92,Infused Pre-Rolls,Grams,1386,4/24/2023,0,0,32460.92,1452.72,1452.72
2018-11-20 -2023-04-16,20619.35,Concentrate (Bulk),Grams,217,4/24/2023,0,0,20619.35,433,433
2023-04-23,56.7,Infused Beverage,Each,4,4/24/2023,,56.7,0,5,0
2023-04-18,408.33,Infused (edible),Each,11,4/24/2023,,408.33,0,17,0
2023-04-18,20,Infused (non-edible),Each,1,4/24/2023,,20,0,1,0
2023-04-22,185,Vape Product,Each,4,4/24/2023,,185,0,6,0
2023-04-23,1257.37,Raw Pre-Rolls,Grams,108,4/24/2023,,0,1257.37,128,128
2023-04-19,55.98,Infused Beverage,Each,4,4/24/2023,,55.98,0,4,0
2023-04-19,135,Infused Pre-Rolls,Grams,3,4/24/2023,,0,135,3,3
2023-04-20,80,Infused (non-edible),Each,1,4/24/2023,,80,0,1,0
2023-04-20,98.75,Concentrate (Each),Each,3,4/24/2023,,98.75,0,3,0
2023-04-21,1716.92,Vape Product,Each,48,4/24/2023,,1716.92,0,53,0
2023-04-18,4217.5,Buds,Grams,99,4/24/2023,,0,4217.5,420,420
2023-04-20,60,Kief,Grams,2,4/24/2023,,0,60,2,2
2023-04-19,55,Concentrate (Each),Each,1,4/24/2023,,55,0,1,0
2023-04-22,420,Shake/Trim,Grams,7,4/24/2023,,0,420,126,126
2023-04-17,280,Infused Pre-Rolls,Grams,8,4/24/2023,,0,280,14,14
2023-04-18,210,Concentrate,Grams,3,4/24/2023,,0,210,5.5,5.5
2018-11-20 -2023-04-16,1339.2,Infused (non-edible),Each,63,4/24/2023,45,1339.2,0,83,0
2023-04-20,2857.14,Vape Product,Each,85,4/24/2023,,2857.14,0,90,0
2023-04-23,99.55,Infused (non-edible),Each,3,4/24/2023,,99.55,0,3,0
2023-04-18,710,Infused Pre-Rolls,Grams,10,4/24/2023,,0,710,37.5,37.5
2023-04-20,6209.19,Infused (edible),Each,246,4/24/2023,,6209.19,0,340,0
2023-04-18,3642,Infused (edible),Each,232,4/24/2023,,3642,0,377,0
2023-04-18,250.02,Concentrate (Each),Each,9,4/24/2023,,250.02,0,9,0
2023-04-23,90,Infused (non-edible),Each,3,4/24/2023,,90,0,4,0
2018-11-20 -2023-04-16,356114.45,Infused (edible),Each,17988,4/24/2023,18782,356114.45,0,21987,0
2023-04-21,155,Infused Pre-Rolls,Grams,3,4/24/2023,,0,155,7.5,7.5
2023-04-20,1280,Shake/Trim (by strain),Grams,15,4/24/2023,,0,1280,224,224
