SALE_PERIOD,TOTAL_$,PRODUCT_CATEGORY,UNIT_OF_MEASURE,TOTAL_UNITS,CCC Last Updated,CountBasedTotal,DollarCountBasedTotal,DollarWeightBasedTotal,Quantity,WeightBasedTotal
2023-04-22,144,Concentrate,Grams,2,4/24/2023,,0,144,7,7
2023-04-23,56,Shake/Trim,Grams,2,4/24/2023,,0,56,14,14
2023-04-23,73.5,Infused Beverage,Each,4,4/24/2023,,73.5,0,4,0
2023-04-21,415,Infused (edible),Each,25,4/24/2023,,415,0,28,0
2023-04-19,768.48,Vape Product,Each,22,4/24/2023,,768.48,0,24,0
2023-04-17,449,Infused (edible),Each,17,4/24/2023,,449,0,17,0
2023-04-22,140,Infused Pre-Rolls,Grams,6,4/24/2023,,0,140,7,7
2023-04-18,851.72,Raw Pre-Rolls,Grams,40,4/24/2023,,0,851.72,182.5,182.5
2018-11-20 -2023-04-16,23497.37,Infused Pre-Rolls,Grams,1056,4/24/2023,0,0,23497.37,1142.77,1142.77
2023-04-21,4,Infused Beverage,Each,1,4/24/2023,,4,0,2,0
2023-04-20,408.86,Infused Beverage,Each,49,4/24/2023,,408.86,0,195,0
2023-04-23,339.2,Vape Product,Each,10,4/24/2023,,339.2,0,11,0
2023-04-20,14,Infused Beverage,Each,2,4/24/2023,,14,0,2,0
2018-11-20 -2023-04-16,3053.05,Infused Beverage,Each,296,4/24/2023,193,3053.05,0,405,0
2018-11-20 -2023-04-16,16429.9,Shake/Trim (by strain),Grams,207,4/24/2023,0,0,16429.9,2324,2324
2023-04-23,2021,Vape Product,Each,51,4/24/2023,,2021,0,53,0
2023-04-22,51,Kief,Grams,2,4/24/2023,,0,51,2,2
2023-04-22,2154,Infused (edible),Each,179,4/24/2023,,2154,0,233,0
2023-04-21,315.02,Shake/Trim (by strain),Grams,9,4/24/2023,,0,315.02,77,77
2018-11-20 -2023-04-16,1868.34,Concentrate,Grams,69,4/24/2023,0,0,1868.34,50,50
2023-04-20,3186.35,Infused (edible),Each,184,4/24/2023,,3186.35,0,213,0
2023-04-22,2130,Vape Product,Each,41,4/24/2023,,2130,0,44,0
2018-11-20 -2023-04-16,972926.51,Infused (edible),Each,39639,4/24/2023,48813,972926.51,0,50651,0
2023-04-20,130.72,Kief,Grams,9,4/24/2023,,0,130.72,9,9
2023-04-23,372.92,Shake/Trim (by strain),Grams,6,4/24/2023,,0,372.92,84,84
2023-04-18,809,Infused (edible),Each,28,4/24/2023,,809,0,42,0
2023-04-22,35,Shake/Trim,Grams,1,4/24/2023,,0,35,7,7
2023-04-17,80,Kief,Grams,3,4/24/2023,,0,80,3,3
2023-04-20,1744,Concentrate (Each),Each,33,4/24/2023,,1744,0,36,0
2023-04-20,774.4,Infused Pre-Rolls,Grams,40,4/24/2023,,0,774.4,50.8,50.8
2018-11-20 -2023-04-16,4323836.8,Vape Product,Each,72316,4/24/2023,72444,4323836.8,0,76511,0
2023-04-21,382.5,Vape Product,Each,19,4/24/2023,,382.5,0,23,0
2023-04-19,67,Infused Beverage,Each,7,4/24/2023,,67,0,14,0
2023-04-19,30,Kief,Grams,1,4/24/2023,,0,30,1,1
2023-04-17,4415,Infused (edible),Each,171,4/24/2023,,4415,0,222,0
2023-04-17,585,Buds,Grams,13,4/24/2023,,0,585,49,49
2023-04-18,3959.7,Buds,Grams,85,4/24/2023,,0,3959.7,427.5,427.5
2023-04-22,385,Shake/Trim (by strain),Grams,6,4/24/2023,,0,385,77,77
2018-11-20 -2023-04-16,9600,Shake/Trim,Grams,100,4/24/2023,0,0,9600,1400,1400
2023-04-22,196,Infused Beverage,Each,21,4/24/2023,,196,0,31,0
2023-04-23,240,Shake/Trim,Grams,6,4/24/2023,,0,240,56,56
2018-11-20 -2023-04-16,1114.14,Raw Pre-Rolls,Grams,74,4/24/2023,,0,1114.14,106.5,106.5
2018-11-20 -2023-04-16,4466.5,Concentrate,Grams,112,4/24/2023,0,0,4466.5,101.5,101.5
2023-04-22,50,Infused (non-edible),Each,1,4/24/2023,,50,0,1,0
2023-04-19,540.49,Infused Pre-Rolls,Grams,29,4/24/2023,,0,540.49,30.07,30.07
2023-04-19,4641.6,Raw Pre-Rolls,Grams,345,4/24/2023,,0,4641.6,529,529
2023-04-21,3766.97,Raw Pre-Rolls,Grams,197,4/24/2023,,0,3766.97,372.5,372.5
2023-04-21,3875.7,Vape Product,Each,119,4/24/2023,,3875.7,0,141,0
2023-04-22,4957.58,Buds,Grams,108,4/24/2023,,0,4957.58,378.47,378.47
2023-04-21,2758.01,Buds,Grams,80,4/24/2023,,0,2758.01,299,299
2023-04-18,500,Infused (edible),Each,25,4/24/2023,,500,0,23,0
2023-04-20,4,Infused Pre-Rolls,Grams,1,4/24/2023,,0,4,4,4
2023-04-22,60,Infused Pre-Rolls,Grams,1,4/24/2023,,0,60,3.4,3.4
2023-04-21,150,Infused Pre-Rolls,Grams,3,4/24/2023,,0,150,7.2,7.2
2023-04-18,3214.6,Raw Pre-Rolls,Grams,195,4/24/2023,,0,3214.6,267.4,267.4
2023-04-18,758,Infused Pre-Rolls,Grams,26,4/24/2023,,0,758,18.5,18.5
2023-04-17,462.5,Raw Pre-Rolls,Grams,23,4/24/2023,,0,462.5,45.5,45.5
2023-04-18,608.5,Infused Pre-Rolls,Grams,31,4/24/2023,,0,608.5,40,40
2023-04-20,1034.22,Infused (edible),Each,44,4/24/2023,,1034.22,0,48,0
2023-04-22,20,Infused (non-edible),Each,1,4/24/2023,,20,0,1,0
2018-11-20 -2023-04-16,499298.42,Raw Pre-Rolls,Grams,26218,4/24/2023,0,0,499298.42,48525.15,48525.15
2023-04-20,705.53,Raw Pre-Rolls,Grams,60,4/24/2023,,0,705.53,74,74
2023-04-23,70,Infused (non-edible),Each,1,4/24/2023,,70,0,1,0
2023-04-19,7298.56,Raw Pre-Rolls,Grams,707,4/24/2023,,0,7298.56,1838,1838
2023-04-23,846.89,Shake/Trim,Grams,30,4/24/2023,,0,846.89,322,322
2023-04-19,3657.52,Buds,Grams,85,4/24/2023,,0,3657.52,388.5,388.5
2023-04-21,178,Concentrate (Each),Each,3,4/24/2023,,178,0,3,0
2023-04-21,1409.16,Vape Product,Each,42,4/24/2023,,1409.16,0,46,0
2023-04-19,128,Concentrate (Each),Each,4,4/24/2023,,128,0,4,0
2023-04-19,446,Infused (edible),Each,17,4/24/2023,,446,0,19,0
2018-11-20 -2023-04-16,2025643.01,Raw Pre-Rolls,Grams,99125,4/24/2023,0,0,2025643.01,137901.3,137901.3
2023-04-19,6188,Vape Product,Each,151,4/24/2023,,6188,0,160,0
2023-04-23,264.95,Infused Beverage,Each,17,4/24/2023,,264.95,0,21,0
2023-04-17,1097.96,Raw Pre-Rolls,Grams,85,4/24/2023,,0,1097.96,111.7,111.7
2023-04-18,148.25,Vape Product,Each,5,4/24/2023,,148.25,0,5,0
2023-04-18,333,Concentrate (Each),Each,7,4/24/2023,,333,0,7,0
2018-11-20 -2023-04-16,4575097,Infused (edible),Each,165051,4/24/2023,209826,4575097,0,219184,0
2023-04-19,40,Shake/Trim,Grams,1,4/24/2023,,0,40,7,7
2023-04-21,160,Infused Pre-Rolls,Grams,8,4/24/2023,,0,160,6.4,6.4
2023-04-19,1028,Concentrate (Each),Each,22,4/24/2023,,1028,0,24,0
2023-04-23,2305.2,Raw Pre-Rolls,Grams,121,4/24/2023,,0,2305.2,252.8,252.8
2018-11-20 -2023-04-16,15083891.15,Buds,Grams,524480,4/24/2023,0,0,15083891.15,3290914.91,3290914.91
2023-04-22,232.5,Shake/Trim,Grams,5,4/24/2023,,0,232.5,56,56
2023-04-18,2691.28,Raw Pre-Rolls,Grams,233,4/24/2023,,0,2691.28,325.8,325.8
2018-11-20 -2023-04-16,4946605.13,Buds,Grams,132212,4/24/2023,0,0,4946605.13,456478.5,456478.5
2023-04-18,84,Infused Beverage,Each,3,4/24/2023,,84,0,3,0
2023-04-20,4390.75,Infused (edible),Each,576,4/24/2023,,4390.75,0,760,0
2018-11-20 -2023-04-16,1973.6,Concentrate (Bulk),Grams,40,4/24/2023,0,0,1973.6,25,25
2018-11-20 -2023-04-16,82150.45,Infused (non-edible),Each,1721,4/24/2023,2011,82150.45,0,2042,0
2023-04-22,187,Infused Beverage,Each,25,4/24/2023,,187,0,35,0
2018-11-20 -2023-04-16,599523.5,Concentrate,Grams,8468,4/24/2023,0,0,599523.5,11346.6,11346.6
2018-11-20 -2023-04-16,717443.44,Concentrate (Each),Each,12268,4/24/2023,13665,717443.44,0,14237,0
2018-11-20 -2023-04-16,163678.99,Infused Beverage,Each,10250,4/24/2023,22131,163678.99,0,22849,0
2023-04-22,892,Buds,Grams,28,4/24/2023,,0,892,133,133
2023-04-21,49.98,Kief,Grams,1,4/24/2023,,0,49.98,2,2
2023-04-18,25,Infused Beverage,Each,4,4/24/2023,,25,0,4,0
2023-04-22,45,Infused (non-edible),Each,1,4/24/2023,,45,0,1,0
2023-04-23,1270.5,Infused (edible),Each,42,4/24/2023,,1270.5,0,55,0
2023-04-17,216.51,Raw Pre-Rolls,Grams,15,4/24/2023,,0,216.51,17,17
2023-04-20,56.01,Infused (non-edible),Each,2,4/24/2023,,56.01,0,2,0
2023-04-23,1185.54,Vape Product,Each,35,4/24/2023,,1185.54,0,38,0
2023-04-19,3673.44,Raw Pre-Rolls,Grams,267,4/24/2023,,0,3673.44,459.8,459.8
2023-04-21,13,Infused Beverage,Each,1,4/24/2023,,13,0,1,0
2023-04-18,55,Concentrate,Grams,1,4/24/2023,,0,55,1,1
2023-04-18,250.83,Shake/Trim (by strain),Grams,4,4/24/2023,,0,250.83,49,49
2023-04-18,50,Infused (non-edible),Each,1,4/24/2023,,50,0,1,0
2023-04-22,1286.4,Infused (edible),Each,48,4/24/2023,,1286.4,0,56,0
2018-11-20 -2023-04-16,16274.55,Infused (non-edible),Each,457,4/24/2023,494,16274.55,0,579,0
2023-04-23,64,Infused Beverage,Each,3,4/24/2023,,64,0,12,0
2023-04-22,316.6,Infused Beverage,Each,28,4/24/2023,,316.6,0,58,0
2023-04-19,2061.51,Infused (edible),Each,64,4/24/2023,,2061.51,0,106,0
2023-04-17,2340.85,Vape Product,Each,65,4/24/2023,,2340.85,0,78,0
2018-11-20 -2023-04-16,437416.49,Shake/Trim (by strain),Grams,5373,4/24/2023,0,0,437416.49,71736,71736
2023-04-23,6472.1,Buds,Grams,133,4/24/2023,,0,6472.1,1411.35,1411.35
2023-04-21,482,Infused (edible),Each,21,4/24/2023,,482,0,23,0
2023-04-19,5459.25,Buds,Grams,140,4/24/2023,,0,5459.25,623,623
2023-04-18,542,Concentrate (Each),Each,13,4/24/2023,,542,0,13,0
2023-04-20,11183.45,Buds,Grams,293,4/24/2023,,0,11183.45,1813,1813
2023-04-18,60,Infused Beverage,Each,1,4/24/2023,,60,0,4,0
2018-11-20 -2023-04-16,35620,Shake/Trim (by strain),Grams,351,4/24/2023,0,0,35620,5026,5026
2023-04-17,30,Vape Product,Each,1,4/24/2023,,30,0,1,0
2023-04-17,244.5,Shake/Trim,Grams,4,4/24/2023,,0,244.5,84,84
2023-04-18,3,Infused Pre-Rolls,Grams,1,4/24/2023,,0,3,3,3
2023-04-22,175,Infused Pre-Rolls,Grams,6,4/24/2023,,0,175,8,8
2023-04-19,100,Infused (non-edible),Each,2,4/24/2023,,100,0,2,0
2023-04-23,140,Infused (non-edible),Each,3,4/24/2023,,140,0,5,0
2023-04-21,28681.91,Vape Product,Each,789,4/24/2023,,28681.91,0,911,0
2023-04-23,144,Infused Pre-Rolls,Grams,5,4/24/2023,,0,144,7,7
2023-04-20,5805.4,Infused (edible),Each,198,4/24/2023,,5805.4,0,260,0
2023-04-18,304,Infused Pre-Rolls,Grams,7,4/24/2023,,0,304,16.5,16.5
2023-04-21,3570.25,Vape Product,Each,87,4/24/2023,,3570.25,0,113,0
2023-04-21,344,Infused Beverage,Each,27,4/24/2023,,344,0,38,0
2023-04-23,681.2,Concentrate (Each),Each,15,4/24/2023,,681.2,0,16,0
2023-04-19,2504.15,Buds,Grams,73,4/24/2023,,0,2504.15,283.5,283.5
2023-04-23,2485.01,Vape Product,Each,65,4/24/2023,,2485.01,0,70,0
2018-11-20 -2023-04-16,452,Infused Beverages (Bulk),Milliliters,21,4/24/2023,0,0,452,0.46,0.46
2023-04-17,1775,Shake/Trim,Grams,66,4/24/2023,,0,1775,497,497
2023-04-23,180,Infused (non-edible),Each,3,4/24/2023,,180,0,3,0
2023-04-22,857.5,Buds,Grams,27,4/24/2023,,0,857.5,105,105
2023-04-19,454.3,Raw Pre-Rolls,Grams,31,4/24/2023,,0,454.3,41.7,41.7
2018-11-20 -2023-04-16,263710.87,Shake/Trim (by strain),Grams,11252,4/24/2023,0,0,263710.87,27218.4,27218.4
2023-04-18,1266.7,Infused (edible),Each,48,4/24/2023,,1266.7,0,63,0
2023-04-20,1652.27,Raw Pre-Rolls,Grams,179,4/24/2023,,0,1652.27,343,343
2023-04-18,1148.82,Infused (edible),Each,36,4/24/2023,,1148.82,0,49,0
2018-11-20 -2023-04-16,3000848.32,Infused (edible),Each,83920,4/24/2023,102985,3000848.32,0,105951.66,0
2023-04-19,71.5,Shake/Trim (by strain),Grams,2,4/24/2023,,0,71.5,14,14
2018-11-20 -2023-04-16,19507.91,Infused Beverage,Each,1575,4/24/2023,3232,19507.91,0,3232,0
2018-11-20 -2023-04-16,27148.47,Infused Beverage,Each,1955,4/24/2023,2785,27148.47,0,3535,0
2023-04-19,645,Shake/Trim (by strain),Grams,26,4/24/2023,,0,645,203,203
2023-04-19,610.18,Raw Pre-Rolls,Grams,30,4/24/2023,,0,610.18,69.5,69.5
2023-04-22,4333.5,Buds,Grams,87,4/24/2023,,0,4333.5,777,777
2023-04-23,150,Concentrate,Grams,2,4/24/2023,,0,150,3,3
2018-11-20 -2023-04-16,31211.7,Vape Product,Each,991,4/24/2023,776,31211.7,0,1109,0
2023-04-18,48,Infused Pre-Rolls,Grams,2,4/24/2023,,0,48,2,2
2023-04-20,2349.29,Vape Product,Each,50,4/24/2023,,2349.29,0,54,0
2018-11-20 -2023-04-16,171908.82,Infused (edible),Each,7054,4/24/2023,5068,171908.82,0,8120,0
2023-04-20,10920,Shake/Trim (by strain),Grams,241,4/24/2023,,0,10920,3822,3822
2018-11-20 -2023-04-16,104790.49,Infused (non-edible),Each,2126,4/24/2023,2384,104790.49,0,2440,0
2023-04-22,246.2,Infused (edible),Each,19,4/24/2023,,246.2,0,24,0
2023-04-23,134,Concentrate (Each),Each,3,4/24/2023,,134,0,3,0
2023-04-23,1000.09,Concentrate (Each),Each,17,4/24/2023,,1000.09,0,21,0
2023-04-20,17.5,Infused (non-edible),Each,1,4/24/2023,,17.5,0,1,0
2018-11-20 -2023-04-16,12881323.22,Buds,Grams,220357,4/24/2023,0,0,12881323.22,1012563.73,1012563.73
2023-04-17,685.94,Infused Pre-Rolls,Grams,43,4/24/2023,,0,685.94,37.71,37.71
2023-04-20,2039.51,Raw Pre-Rolls,Grams,196,4/24/2023,,0,2039.51,240.3,240.3
2018-11-20 -2023-04-16,15236.21,Concentrate (Each),Each,446,4/24/2023,325,15236.21,0,484,0
2023-04-23,207.5,Concentrate,Grams,5,4/24/2023,,0,207.5,5,5
2023-04-18,146.22,Infused Beverage,Each,8,4/24/2023,,146.22,0,43,0
2018-11-20 -2023-04-16,2625.72,Kief,Grams,66,4/24/2023,0,0,2625.72,78,78
2018-11-20 -2023-04-16,1258.45,Infused (non-edible),Each,35,4/24/2023,13,1258.45,0,35,0
2023-04-17,560,Concentrate (Each),Each,15,4/24/2023,,560,0,19,0
2023-04-19,1944.75,Raw Pre-Rolls,Grams,104,4/24/2023,,0,1944.75,196.5,196.5
2023-04-23,5434.64,Buds,Grams,150,4/24/2023,,0,5434.64,899.5,899.5
2023-04-18,25539.44,Buds,Grams,702,4/24/2023,,0,25539.44,4552,4552
2023-04-19,160,Infused (non-edible),Each,4,4/24/2023,,160,0,4,0
2018-11-20 -2023-04-16,66874.22,Buds,Grams,1779,4/24/2023,0,0,66874.22,10362,10362
2023-04-20,11603.9,Raw Pre-Rolls,Grams,806,4/24/2023,,0,11603.9,1177.2,1177.2
2023-04-19,6931.3,Vape Product,Each,263,4/24/2023,,6931.3,0,278,0
2023-04-23,180,Shake/Trim,Grams,3,4/24/2023,,0,180,28,28
2023-04-18,1837,Raw Pre-Rolls,Grams,137,4/24/2023,,0,1837,166,166
2018-11-20 -2023-04-16,1334539.96,Concentrate (Each),Each,26614,4/24/2023,28283,1334539.96,0,29233,0
2023-04-20,4285.9,Vape Product,Each,121,4/24/2023,,4285.9,0,128,0
2018-11-20 -2023-04-16,502618.34,Infused (edible),Each,20478,4/24/2023,23397,502618.34,0,25087,0
2023-04-21,1622,Infused Pre-Rolls,Grams,63,4/24/2023,,0,1622,72,72
2018-11-20 -2023-04-16,267723.24,Vape Product,Each,9016,4/24/2023,8271,267723.24,0,10897,0
2023-04-20,8847.36,Buds,Grams,385,4/24/2023,,0,8847.36,1637,1637
2023-04-18,269.25,Infused (edible),Each,15,4/24/2023,,269.25,0,18,0
2018-11-20 -2023-04-16,1619.01,Infused (non-edible),Each,55,4/24/2023,31,1619.01,0,60,0
2023-04-18,155,Infused (non-edible),Each,3,4/24/2023,,155,0,3,0
2023-04-23,996.5,Raw Pre-Rolls,Grams,66,4/24/2023,,0,996.5,85,85
2023-04-23,2701,Vape Product,Each,87,4/24/2023,,2701,0,92,0
2023-04-17,1070,Vape Product,Each,20,4/24/2023,,1070,0,20,0
2023-04-18,16269.24,Buds,Grams,358,4/24/2023,,0,16269.24,2155.5,2155.5
2023-04-22,1096.5,Concentrate (Each),Each,29,4/24/2023,,1096.5,0,34,0
2023-04-23,35,Shake/Trim,Grams,1,4/24/2023,,0,35,7,7
2018-11-20 -2023-04-16,10181.51,Infused Pre-Rolls,Grams,340,4/24/2023,0,0,10181.51,421,421
2023-04-23,95,Concentrate (Each),Each,2,4/24/2023,,95,0,2,0
2023-04-19,1030.53,Infused (edible),Each,44,4/24/2023,,1030.53,0,54,0
2023-04-19,430,Shake/Trim (by strain),Grams,9,4/24/2023,,0,430,63,63
2023-04-21,1608.32,Concentrate (Each),Each,30,4/24/2023,,1608.32,0,38,0
2018-11-20 -2023-04-16,3454024.29,Concentrate (Each),Each,49881,4/24/2023,55533,3454024.29,0,56015,0
2018-11-20 -2023-04-16,9138.77,Concentrate,Grams,357,4/24/2023,0,0,9138.77,273.5,273.5
2023-04-23,75,Infused Pre-Rolls,Grams,2,4/24/2023,,0,75,4.6,4.6
2023-04-22,3921.58,Raw Pre-Rolls,Grams,184,4/24/2023,,0,3921.58,279.5,279.5
2018-11-20 -2023-04-16,807.5,Infused (non-edible),Each,23,4/24/2023,,807.5,0,24,0
2023-04-20,4492.9,Concentrate (Each),Each,216,4/24/2023,,4492.9,0,260,0
2023-04-20,12352.35,Buds,Grams,204,4/24/2023,,0,12352.35,1115.9,1115.9
2018-11-20 -2023-04-16,140858.79,Raw Pre-Rolls,Grams,9997,4/24/2023,0,0,140858.79,14434.72,14434.72
2023-04-17,4019.99,Infused (edible),Each,259,4/24/2023,,4019.99,0,383,0
2023-04-20,9908.5,Buds,Grams,341,4/24/2023,,0,9908.5,1392.5,1392.5
2023-04-22,889,Concentrate (Each),Each,16,4/24/2023,,889,0,23,0
2023-04-17,202,Infused (edible),Each,8,4/24/2023,,202,0,8,0
2023-04-19,2598.4,Concentrate (Each),Each,60,4/24/2023,,2598.4,0,72,0
2023-04-22,265,Infused (non-edible),Each,5,4/24/2023,,265,0,6,0
2023-04-17,1160,Buds,Grams,24,4/24/2023,,0,1160,129.5,129.5
2023-04-20,6669.2,Infused (edible),Each,290,4/24/2023,,6669.2,0,420,0
2023-04-22,250,Shake/Trim,Grams,4,4/24/2023,,0,250,56,56
2023-04-23,8512.5,Buds,Grams,268,4/24/2023,,0,8512.5,1272.5,1272.5
2018-11-20 -2023-04-16,18429.87,Infused Beverage,Each,1516,4/24/2023,2360,18429.87,0,3016,0
2023-04-22,434,Infused Beverage,Each,23,4/24/2023,,434,0,43,0
2023-04-22,119.38,Concentrate (Each),Each,3,4/24/2023,,119.38,0,3,0
2023-04-23,516.74,Raw Pre-Rolls,Grams,34,4/24/2023,,0,516.74,48,48
2023-04-17,5,Infused Beverage,Each,1,4/24/2023,,5,0,1,0
2023-04-22,20.99,Kief,Grams,1,4/24/2023,,0,20.99,1,1
2018-11-20 -2023-04-16,491492.5,Concentrate (Each),Each,9714,4/24/2023,10203,491492.5,0,10973,0
2023-04-18,239.6,Infused Beverage,Each,24,4/24/2023,,239.6,0,39,0
2018-11-20 -2023-04-16,4248.03,Concentrate (Bulk),Grams,99,4/24/2023,0,0,4248.03,111,111
2023-04-23,35,Kief,Grams,1,4/24/2023,,0,35,1,1
2023-04-18,30,Kief,Grams,1,4/24/2023,,0,30,1,1
2018-11-20 -2023-04-16,11569.36,Infused (non-edible),Each,277,4/24/2023,299,11569.36,0,314,0
2023-04-21,0.83,Shake/Trim (by strain),Grams,1,4/24/2023,,0,0.83,7,7
2018-11-20 -2023-04-16,488276.9,Shake/Trim (by strain),Grams,24869,4/24/2023,0,0,488276.9,69480.5,69480.5
2023-04-18,432,Infused (edible),Each,24,4/24/2023,,432,0,33,0
2023-04-18,13767.9,Raw Pre-Rolls,Grams,1004,4/24/2023,,0,13767.9,1559.1,1559.1
2023-04-23,772.5,Infused Beverage,Each,40,4/24/2023,,772.5,0,103,0
2023-04-18,50,Infused Beverage,Each,1,4/24/2023,,50,0,8,0
2023-04-20,37,Kief,Grams,2,4/24/2023,,0,37,2,2
2023-04-18,1594.9,Infused (edible),Each,38,4/24/2023,,1594.9,0,50,0
2018-11-20 -2023-04-16,23542.85,Infused (non-edible),Each,803,4/24/2023,872,23542.85,0,936,0
2023-04-20,2882.9,Vape Product,Each,85,4/24/2023,,2882.9,0,93,0
2023-04-19,200,Infused Pre-Rolls,Grams,10,4/24/2023,,0,200,11.5,11.5
2023-04-20,1067.86,Concentrate (Each),Each,34,4/24/2023,,1067.86,0,34,0
2023-04-22,208,Infused (non-edible),Each,3,4/24/2023,,208,0,3,0
2018-11-20 -2023-04-16,3243397.73,Raw Pre-Rolls,Grams,151765,4/24/2023,0,0,3243397.73,205397.58,205397.58
2023-04-21,140,Infused Pre-Rolls,Grams,6,4/24/2023,,0,140,7,7
2023-04-22,60,Infused (non-edible),Each,2,4/24/2023,,60,0,2,0
2023-04-23,48,Kief,Grams,3,4/24/2023,,0,48,3,3
2023-04-22,313.72,Concentrate (Each),Each,7,4/24/2023,,313.72,0,7,0
2023-04-17,867.5,Shake/Trim,Grams,32,4/24/2023,,0,867.5,245,245
2023-04-22,1501.8,Infused (edible),Each,65,4/24/2023,,1501.8,0,85,0
2023-04-22,1585.33,Buds,Grams,45,4/24/2023,,0,1585.33,325.5,325.5
2023-04-19,3928.25,Buds,Grams,99,4/24/2023,,0,3928.25,328.75,328.75
2023-04-23,692,Concentrate (Each),Each,11,4/24/2023,,692,0,14,0
2023-04-21,3557.96,Vape Product,Each,100,4/24/2023,,3557.96,0,109,0
2018-11-20 -2023-04-16,29340.47,Infused (non-edible),Each,668,4/24/2023,729,29340.47,0,767,0
2018-11-20 -2023-04-16,141442.88,Shake/Trim (by strain),Grams,4617,4/24/2023,0,0,141442.88,15719.7,15719.7
2023-04-19,28,Shake/Trim (by strain),Grams,1,4/24/2023,,0,28,7,7
2023-04-23,64.4,Shake/Trim (by strain),Grams,4,4/24/2023,,0,64.4,5,5
2023-04-21,320,Infused Pre-Rolls,Grams,8,4/24/2023,,0,320,14.75,14.75
2018-11-20 -2023-04-16,439208.67,Infused (edible),Each,18165,4/24/2023,21606,439208.67,0,23818,0
2018-11-20 -2023-04-16,5767165.53,Concentrate (Each),Each,107970,4/24/2023,109637,5767165.53,0,118189,0
2023-04-21,25.5,Kief,Grams,1,4/24/2023,,0,25.5,1,1
2018-11-20 -2023-04-16,2805185.84,Vape Product,Each,54622,4/24/2023,54540,2805185.84,0,59971,0
2023-04-23,25,Infused (non-edible),Each,1,4/24/2023,,25,0,1,0
2023-04-18,60,Concentrate (Bulk),Grams,2,4/24/2023,,0,60,2,2
2023-04-18,254.45,Buds,Grams,6,4/24/2023,,0,254.45,28,28
2023-04-20,314,Infused Beverage,Each,28,4/24/2023,,314,0,40,0
2023-04-20,5342.48,Buds,Grams,135,4/24/2023,,0,5342.48,639.44,639.44
2023-04-17,35,Infused Pre-Rolls,Grams,1,4/24/2023,,0,35,3.5,3.5
2023-04-19,454.5,Infused Pre-Rolls,Grams,19,4/24/2023,,0,454.5,21,21
2023-04-23,2780,Buds,Grams,60,4/24/2023,,0,2780,519.5,519.5
2023-04-20,6866.14,Buds,Grams,200,4/24/2023,,0,6866.14,959,959
2023-04-22,2660,Vape Product,Each,68,4/24/2023,,2660,0,72,0
2023-04-18,5136,Buds,Grams,117,4/24/2023,,0,5136,504,504
2023-04-20,3069.5,Infused (edible),Each,108,4/24/2023,,3069.5,0,139,0
2023-04-17,150,Infused Pre-Rolls,Grams,6,4/24/2023,,0,150,6,6
2023-04-19,3351.39,Infused (edible),Each,134,4/24/2023,,3351.39,0,155,0
2023-04-17,717.5,Buds,Grams,24,4/24/2023,,0,717.5,97.3,97.3
2023-04-21,637,Raw Pre-Rolls,Grams,26,4/24/2023,,0,637,122,122
2023-04-22,30,Kief,Grams,1,4/24/2023,,0,30,1,1
2023-04-21,1181,Infused (edible),Each,66,4/24/2023,,1181,0,86,0
2023-04-22,1026.9,Concentrate (Each),Each,24,4/24/2023,,1026.9,0,25,0
2018-11-20 -2023-04-16,2443448.47,Buds,Each,124155,4/24/2023,194999,2443448.47,0,194999,0
2023-04-23,217,Infused Pre-Rolls,Grams,11,4/24/2023,,0,217,13.7,13.7
2023-04-18,74.25,Infused (non-edible),Each,2,4/24/2023,,74.25,0,4,0
2023-04-23,17.5,Infused (non-edible),Each,1,4/24/2023,,17.5,0,1,0
2023-04-19,330,Shake/Trim (by strain),Grams,11,4/24/2023,,0,330,77,77
2023-04-21,7259.7,Buds,Grams,212,4/24/2023,,0,7259.7,1442.75,1442.75
2023-04-22,639.65,Raw Pre-Rolls,Grams,58,4/24/2023,,0,639.65,94.5,94.5
2018-11-20 -2023-04-16,16860,Concentrate,Grams,315,4/24/2023,0,0,16860,325,325
2018-11-20 -2023-04-16,33518.5,Shake/Trim (by strain),Grams,605,4/24/2023,0,0,33518.5,4348.5,4348.5
2023-04-22,695.8,Shake/Trim,Grams,10,4/24/2023,,0,695.8,280,280
2023-04-20,420.34,Infused Beverage,Each,26,4/24/2023,,420.34,0,111,0
2018-11-20 -2023-04-16,5255706.37,Buds,Grams,93153,4/24/2023,0,0,5255706.37,487835.85,487835.85
2023-04-18,130,Infused (non-edible),Each,3,4/24/2023,,130,0,3,0
2023-04-22,3384.13,Vape Product,Each,74,4/24/2023,,3384.13,0,87,0
2023-04-17,1704,Infused (edible),Each,63,4/24/2023,,1704,0,66,0
2023-04-17,4482,Vape Product,Each,109,4/24/2023,,4482,0,112,0
2023-04-23,1238,Raw Pre-Rolls,Grams,92,4/24/2023,,0,1238,145.75,145.75
2023-04-19,470,Infused (edible),Each,22,4/24/2023,,470,0,24,0
2023-04-23,0.01,Infused Pre-Rolls,Grams,1,4/24/2023,,0,0.01,1.3,1.3
2023-04-18,10714.33,Buds,Grams,304,4/24/2023,,0,10714.33,1373.95,1373.95
2018-11-20 -2023-04-16,43295.8,Shake/Trim (by strain),Grams,859,4/24/2023,0,0,43295.8,7768,7768
2023-04-21,836.5,Vape Product,Each,16,4/24/2023,,836.5,0,19,0
2023-04-18,202,Infused Pre-Rolls,Grams,10,4/24/2023,,0,202,15.15,15.15
